,date,weather,type,AM peak_hour,AM north_bikes_vol,AM north_peds_vol,AM north_veh_vol,PM peak_hour,PM north_bikes_vol,PM north_peds_vol,PM north_veh_vol,INTERSECTION,Sub_URL
122,2003-06-24,CLEAR,Signalized,07:55 - 08:55,8,20,107,16:25 - 17:25,4,33,54,JERVIS ST AND PACIFIC ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0117616.htm
123,2001-08-07,clear,Signalized,07:40 - 08:40,7,14,107,16:10 - 17:10,5,27,41,JERVIS ST AND PACIFIC ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0117616.htm
124,1996-06-21,CLEAR,Signalized,07:40 - 08:40,3,14,112,16:25 - 17:25,4,25,56,JERVIS ST AND PACIFIC ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0117616.htm
125,2009-01-21,CLEAR,Signalized,07:55 - 08:55,2,124,281,16:50 - 17:50,8,205,262,BUTE ST AND ALBERNI ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0118601.htm
126,2008-07-10,CLEAR,Signalized,07:55 - 08:55,0,133,293,16:55 - 17:55,7,147,237,BUTE ST AND ALBERNI ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2008/0118601.htm
127,2004-08-06,RAIN,Signalized,10:25 - 11:25,4,24,169,12:35 - 13:35,2,89,263,BUTE ST AND ALBERNI ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0118601.htm
128,2002-10-31,CLEAR,Signalized,07:45 - 08:45,0,80,266,16:25 - 17:25,7,117,391,BUTE ST AND ALBERNI ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0118601.htm
129,1998-07-29,CLEAR,Signalized,07:50 - 08:50,2,76,226,16:20 - 17:20,20,172,337,BUTE ST AND ALBERNI ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0118601.htm
130,1996-06-18,CLEAR,Signalized,07:55 - 08:55,7,78,243,16:25 - 17:25,14,125,352,BUTE ST AND ALBERNI ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0118601.htm
131,2010-04-15,CLEAR,Signalized,07:55 - 08:55,4,370,226,16:45 - 17:45,0,1160,195,BUTE ST AND ROBSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2010/0118602.htm
132,2003-07-14,RAIN,Signalized,07:55 - 08:55,0,344,156,16:25 - 17:25,7,1509,293,BUTE ST AND ROBSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0118602.htm
133,2001-07-30,clear,Signalized,07:50 - 08:50,8,441,167,16:25 - 17:25,36,1515,272,BUTE ST AND ROBSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0118602.htm
134,1998-05-26,CLEAR,Signalized,07:45 - 08:45,5,375,154,16:20 - 17:20,7,844,199,BUTE ST AND ROBSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0118602.htm
135,1995-07-25,CLOUDY,Signalized,07:55 - 08:55,0,384,155,16:25 - 17:25,21,986,369,BUTE ST AND ROBSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0118602.htm
136,2011-03-31,CLOUDY,Signalized,07:55 - 08:55,2,113,53,16:40 - 17:40,8,184,226,THURLOW ST AND W CORDOVA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2011/0119589.htm
137,2009-01-28,CLEAR,Signalized,07:55 - 08:55,1,149,,16:50 - 17:50,0,241,,THURLOW ST AND W CORDOVA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0119589.htm
138,2009-04-14,CLEAR,Signalized,07:55 - 08:55,9,263,188,16:30 - 17:30,5,345,235,THURLOW ST AND W HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0119590.htm
139,2001-07-23,CLOUDY,Non-Signalized,07:55 - 08:55,0,422,,16:25 - 17:25,1,635,,THURLOW ST AND W HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0119590.htm
140,2011-03-08,CLOUDY,Signalized,07:55 - 08:55,6,854,624,16:40 - 17:40,8,757,1186,THURLOW ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2011/0119600.htm
141,2010-09-23,CLEAR,Signalized,07:40 - 08:40,2,687,551,16:40 - 17:40,14,746,1143,THURLOW ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2010/0119600.htm
142,2009-02-10,CLOUDY,Signalized,07:35 - 08:35,1,602,683,16:50 - 17:50,7,800,2117,THURLOW ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0119600.htm
143,2003-07-17,CLEAR,Signalized,07:55 - 08:55,15,574,641,16:25 - 17:25,49,607,1425,THURLOW ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0119600.htm
144,2000-08-21,CLEAR,Signalized,07:45 - 08:45,7,601,707,16:25 - 17:25,16,561,999,THURLOW ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0119600.htm
145,1997-06-17,RAIN,Signalized,07:55 - 08:55,12,638,700,16:25 - 17:25,44,731,1497,THURLOW ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0119600.htm
146,1995-07-10,RAIN,Signalized,07:45 - 08:45,12,429,647,16:25 - 17:25,65,676,1354,THURLOW ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0119600.htm
147,2009-01-22,CLEAR,Signalized,07:50 - 08:50,0,62,914,16:55 - 17:55,2,91,1119,THURLOW ST AND HARO ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0119603.htm
148,2004-07-23,CLEAR,Signalized,07:45 - 08:45,3,94,912,16:25 - 17:25,23,84,1380,THURLOW ST AND HARO ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0119603.htm
149,2003-11-14,CLEAR,Signalized,07:55 - 08:55,3,136,916,16:25 - 17:25,17,145,1444,THURLOW ST AND HARO ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0119603.htm
150,1999-10-26,clear,Signalized,07:55 - 08:55,4,152,1091,16:25 - 17:25,22,165,1528,THURLOW ST AND HARO ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0119603.htm
151,1996-06-21,CLEAR,Signalized,07:45 - 08:45,5,90,1002,16:25 - 17:25,45,174,1440,THURLOW ST AND HARO ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0119603.htm
152,2010-09-09,CLOUDY,Signalized,07:55 - 08:55,17,379,266,16:30 - 17:30,37,341,328,BURRARD ST AND W HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2010/0120590.htm
153,2009-02-26,CLOUDY,Signalized,07:55 - 08:55,5,295,311,16:35 - 17:35,12,346,436,BURRARD ST AND W HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0120590.htm
154,2006-05-23,CLEAR,Signalized,07:45 - 08:45,4,212,229,16:10 - 17:10,15,298,430,BURRARD ST AND W HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0120590.htm
155,2004-08-04,CLOUDY,Signalized,10:10 - 11:10,4,160,304,13:25 - 14:25,9,335,296,BURRARD ST AND W HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0120590.htm
156,2000-06-21,CLEAR,Signalized,07:45 - 08:45,18,419,398,16:25 - 17:25,26,515,647,BURRARD ST AND W HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0120590.htm
157,1996-10-15,CLOUDY,Signalized,07:55 - 08:55,12,283,376,16:20 - 17:20,33,443,589,BURRARD ST AND W HASTINGS ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0120590.htm
158,2009-01-15,CLEAR,Signalized,07:55 - 08:55,2,406,365,16:55 - 17:55,20,416,506,BURRARD ST AND W PENDER ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0120592.htm
159,2000-05-08,RAIN,Signalized,07:40 - 08:40,0,195,413,16:25 - 17:25,5,144,556,BURRARD ST AND W PENDER ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0120592.htm
160,1995-02-01,CLOUDY,Signalized,07:55 - 08:55,16,0,419,16:25 - 17:25,23,0,591,BURRARD ST AND W PENDER ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0120592.htm
161,2009-02-25,CLOUDY,Signalized,07:50 - 08:50,6,191,702,16:55 - 17:55,65,340,1506,BURRARD ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0120604.htm
162,2006-05-18,CLEAR,Signalized,07:50 - 08:50,11,197,441,16:10 - 17:10,22,353,1144,BURRARD ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0120604.htm
163,2002-07-29,RAIN,Signalized,07:50 - 08:50,8,170,741,16:25 - 17:25,47,227,1276,BURRARD ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0120604.htm
164,2000-06-14,RAIN,Signalized,07:35 - 08:35,4,143,506,16:05 - 17:05,27,200,1199,BURRARD ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0120604.htm
165,1998-07-06,CLEAR,Signalized,07:40 - 08:40,6,178,571,16:25 - 17:25,52,199,1250,BURRARD ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0120604.htm
166,1996-06-27,CLOUDY,Signalized,07:55 - 08:55,5,183,643,16:25 - 17:25,76,202,1249,BURRARD ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0120604.htm
167,2003-03-13,RAIN,Signalized,07:55 - 08:55,6,21,1291,16:25 - 17:25,5,56,1612,BURRARD ST AND W 1ST AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0120634.htm
168,2001-07-17,cloudy,Signalized,07:55 - 08:55,40,61,1463,16:20 - 17:20,74,72,1894,BURRARD ST AND W 1ST AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0120634.htm
169,1999-03-04,Clear,Signalized,07:55 - 08:55,9,28,1429,16:25 - 17:25,14,47,1939,BURRARD ST AND W 1ST AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0120634.htm
170,1996-07-16,CLOUDY,Signalized,07:55 - 08:55,39,5,1440,16:25 - 17:25,60,2,1920,BURRARD ST AND W 1ST AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0120634.htm
171,2005-02-15,CLEAR,Signalized,07:50 - 08:50,3,57,1241,16:25 - 17:25,12,151,1442,BURRARD ST AND W 4TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0120640.htm
172,2002-08-22,CLEAR,Signalized,07:55 - 08:55,6,31,1165,16:25 - 17:25,13,154,1645,BURRARD ST AND W 4TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0120640.htm
173,2000-05-02,cloudy,Signalized,07:50 - 08:50,5,52,1291,16:25 - 17:25,9,110,1799,BURRARD ST AND W 4TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0120640.htm
174,1998-11-10,RAIN,Signalized,07:55 - 08:55,2,58,1371,16:15 - 17:15,16,127,1827,BURRARD ST AND W 4TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0120640.htm
175,1995-09-21,CLOUDY,Signalized,07:50 - 08:50,14,68,1431,16:25 - 17:25,24,155,1863,BURRARD ST AND W 4TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0120640.htm
176,2006-08-25,CLEAR,Non-Signalized,07:50 - 08:50,3,2,726,15:35 - 16:35,7,0,1277,BURRARD ST AND W 8TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0120648.htm
177,2005-03-16,RAIN,Signalized,09:30 - 10:30,0,2,520,13:25 - 14:25,0,7,459,BURRARD ST AND W 12TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0120670.htm
178,2002-10-01,CLEAR,Signalized,07:50 - 08:50,2,19,744,16:25 - 17:25,10,10,1101,BURRARD ST AND W 12TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0120670.htm
179,2000-06-26,CLEAR,Signalized,07:50 - 08:50,4,7,644,16:25 - 17:25,5,20,1017,BURRARD ST AND W 12TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0120670.htm
180,1998-10-22,CLEAR,Signalized,07:45 - 08:45,2,22,711,16:20 - 17:20,4,15,1102,BURRARD ST AND W 12TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0120670.htm
181,1995-09-13,CLEAR,Signalized,07:40 - 08:40,4,22,714,16:25 - 17:25,10,17,1067,BURRARD ST AND W 12TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0120670.htm
182,2009-03-03,CLOUDY,Signalized,07:40 - 08:40,0,240,,16:25 - 17:25,1,320,,HORNBY ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0124604.htm
183,2006-08-10,RAIN,Signalized,07:55 - 08:55,1,124,0,15:35 - 16:35,4,223,0,HORNBY ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0124604.htm
184,2004-06-18,CLEAR,Signalized,07:55 - 08:55,0,173,0,15:50 - 16:50,0,245,0,HORNBY ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0124604.htm
185,2003-07-16,CLOUDY,Signalized,07:55 - 08:55,1,243,0,15:50 - 16:50,4,337,0,HORNBY ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0124604.htm
186,2000-06-09,CLEAR,Signalized,07:55 - 08:55,0,198,0,15:35 - 16:35,1,230,0,HORNBY ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0124604.htm
187,1998-06-18,CLOUDY,Signalized,07:55 - 08:55,0,242,0,16:15 - 17:15,3,302,0,HORNBY ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0124604.htm
188,1995-08-31,CLEAR,Signalized,07:55 - 08:55,1,148,0,16:10 - 17:10,0,205,0,HORNBY ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0124604.htm
189,2006-08-03,CLEAR,Signalized,07:55 - 08:55,1,127,0,16:15 - 17:15,3,255,0,HORNBY ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0124606.htm
190,2004-06-08,CLEAR,Signalized,07:50 - 08:50,0,167,0,16:25 - 17:25,7,222,0,HORNBY ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0124606.htm
191,2002-06-12,CLEAR,Signalized,07:45 - 08:45,1,173,0,16:20 - 17:20,0,195,0,HORNBY ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0124606.htm
192,1998-06-22,CLEAR,Signalized,07:45 - 08:45,1,47,0,16:20 - 17:20,6,120,0,HORNBY ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0124606.htm
193,1995-07-19,CLEAR,Signalized,07:50 - 08:50,0,106,0,15:55 - 16:55,4,85,0,HORNBY ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0124606.htm
194,2009-11-17,RAIN,Signalized,07:55 - 08:55,9,140,559,16:55 - 17:55,13,313,1464,FIR ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0124650.htm
195,2005-04-20,CLEAR,Signalized,07:55 - 08:55,1,197,592,16:25 - 17:25,7,211,1113,FIR ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0124650.htm
196,2002-09-26,cloudy,Signalized,07:55 - 08:55,6,174,753,16:25 - 17:25,12,260,1672,FIR ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0124650.htm
197,2000-07-06,CLEAR,Signalized,07:55 - 08:55,4,210,622,16:25 - 17:25,15,227,1558,FIR ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0124650.htm
198,1998-10-23,CLEAR,Signalized,07:55 - 08:55,8,159,611,16:25 - 17:25,31,204,1582,FIR ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0124650.htm
199,1995-09-25,CLOUDY,Signalized,07:55 - 08:55,5,154,593,16:25 - 17:25,44,191,1585,FIR ST AND W BROADWAY,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0124650.htm
200,2004-10-19,CLOUDY,Non-Signalized,07:55 - 08:55,6,11,52,16:25 - 17:25,3,3,68,ADERA ST AND W 64TH AV,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0124823.htm
201,2003-07-04,CLEAR,Signalized,07:55 - 08:55,14,329,167,16:25 - 17:25,13,715,315,HOWE ST AND W CORDOVA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0126589.htm
202,2001-06-22,cloudy,Signalized,07:50 - 08:50,8,241,199,16:25 - 17:25,19,448,460,HOWE ST AND W CORDOVA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0126589.htm
203,1996-07-02,CLEAR,Non-Signalized,07:55 - 08:55,5,223,152,16:20 - 17:20,19,389,242,HOWE ST AND W CORDOVA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0126589.htm
204,2010-09-23,CLEAR,Non-Signalized,07:45 - 08:45,14,573,745,16:55 - 17:55,11,1573,2214,HOWE ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2010/0126600.htm
205,2009-02-11,CLEAR,Signalized,07:55 - 08:55,5,937,682,16:55 - 17:55,7,1369,929,HOWE ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0126600.htm
206,2003-07-24,CLEAR,Signalized,07:55 - 08:55,14,524,920,16:25 - 17:25,30,640,1533,HOWE ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0126600.htm
207,2000-08-10,CLEAR,Signalized,07:45 - 08:45,13,517,776,16:25 - 17:25,39,1209,1245,HOWE ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0126600.htm
208,1997-06-25,CLOUDY,Signalized,07:55 - 08:55,19,646,768,16:20 - 17:20,56,1248,1299,HOWE ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0126600.htm
209,1995-10-13,RAIN,Signalized,07:55 - 08:55,6,530,868,15:35 - 16:35,31,1003,1359,HOWE ST AND W GEORGIA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0126600.htm
210,2009-02-10,CLEAR,Signalized,07:55 - 08:55,3,88,1055,16:45 - 17:45,18,318,1051,HOWE ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0126604.htm
211,2005-05-13,CLOUDY,Signalized,09:35 - 10:35,28,168,1006,13:25 - 14:25,21,329,1228,HOWE ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0126604.htm
212,2003-07-23,CLEAR,Signalized,07:45 - 08:45,16,196,1042,15:30 - 16:30,55,276,1367,HOWE ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0126604.htm
213,2000-06-12,RAIN,Signalized,07:45 - 08:45,6,146,992,16:25 - 17:25,27,255,1484,HOWE ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0126604.htm
214,1999-10-19,clear,Signalized,07:55 - 08:55,20,183,1030,16:25 - 17:25,65,278,1484,HOWE ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1999/0126604.htm
215,1996-06-26,CLEAR,Signalized,07:45 - 08:45,13,165,953,16:20 - 17:20,65,285,1408,HOWE ST AND SMITHE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0126604.htm
216,2009-02-05,CLOUDY,Signalized,07:40 - 08:40,6,218,969,16:55 - 17:55,13,335,1257,HOWE ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0126606.htm
217,2005-05-11,CLEAR,Signalized,10:25 - 11:25,18,165,1068,13:20 - 14:20,15,233,1298,HOWE ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2005/0126606.htm
218,2003-07-24,CLEAR,Signalized,07:55 - 08:55,21,213,1109,16:20 - 17:20,34,263,1762,HOWE ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0126606.htm
219,2000-06-23,CLEAR,Signalized,07:45 - 08:45,7,126,977,16:25 - 17:25,38,219,1851,HOWE ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0126606.htm
220,1998-06-17,CLOUDY,Signalized,07:55 - 08:55,11,125,953,16:25 - 17:25,45,203,1660,HOWE ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0126606.htm
221,1995-06-27,CLEAR,Signalized,07:55 - 08:55,18,103,998,16:25 - 17:25,60,165,1660,HOWE ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0126606.htm
222,1991-06-06,n/a,Non-Signalized,07:00 - 08:00,0,0,,,,,,HOWE ST AND NELSON ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1991/0126606.htm
223,2011-01-20,RAIN,Signalized,07:55 - 08:55,0,182,853,16:40 - 17:40,3,373,1493,HOWE ST AND DAVIE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2011/0126612.htm
224,2003-07-08,CLOUDY,Signalized,07:55 - 08:55,5,234,1035,16:25 - 17:25,30,425,1943,HOWE ST AND DAVIE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0126612.htm
225,2000-06-05,CLOUDY,Signalized,07:50 - 08:50,10,169,1088,16:25 - 17:25,23,306,2058,HOWE ST AND DAVIE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0126612.htm
226,1998-07-17,CLEAR,Signalized,07:55 - 08:55,5,173,1047,16:25 - 17:25,33,320,1674,HOWE ST AND DAVIE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1998/0126612.htm
227,1996-06-19,CLEAR,Signalized,07:55 - 08:55,5,159,1046,16:25 - 17:25,38,396,1916,HOWE ST AND DAVIE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0126612.htm
228,2010-09-22,CLEAR,Signalized,07:50 - 08:50,5,79,1266,16:55 - 17:55,23,208,1836,HOWE ST AND DRAKE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2010/0126614.htm
229,2006-07-05,CLEAR,Non-Signalized,09:50 - 10:50,0,0,1127,12:55 - 13:55,0,0,1153,HOWE ST AND DRAKE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2006/0126614.htm
230,2003-07-07,CLEAR,Signalized,07:45 - 08:45,8,68,1128,16:25 - 17:25,26,201,1947,HOWE ST AND DRAKE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0126614.htm
231,2001-08-03,CLOUDY,Signalized,07:55 - 08:55,7,67,1177,16:25 - 17:25,26,156,1791,HOWE ST AND DRAKE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0126614.htm
232,1996-05-31,CLEAR,Signalized,07:55 - 08:55,6,62,1148,16:25 - 17:25,35,141,1861,HOWE ST AND DRAKE ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0126614.htm
233,2009-02-25,RAIN,Signalized,07:50 - 08:50,0,9,123,16:50 - 17:50,0,20,166,HOWE ST AND PACIFIC ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2009/0126616.htm
234,2004-08-10,CLEAR,Signalized,07:55 - 08:55,3,33,113,16:20 - 17:20,15,48,210,HOWE ST AND PACIFIC ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0126616.htm
235,2002-07-04,RAIN,Signalized,07:55 - 08:55,1,18,127,16:10 - 17:10,9,36,224,HOWE ST AND PACIFIC ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2002/0126616.htm
236,2000-06-21,CLEAR,Signalized,07:55 - 08:55,3,8,102,16:25 - 17:25,13,19,229,HOWE ST AND PACIFIC ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0126616.htm
237,1997-06-23,RAIN,Non-Signalized,07:55 - 08:55,1,14,95,16:25 - 17:25,4,25,192,HOWE ST AND PACIFIC ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1997/0126616.htm
238,1995-10-26,CLOUDY,Non-Signalized,07:55 - 08:55,2,12,100,16:25 - 17:25,7,28,225,HOWE ST AND PACIFIC ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1995/0126616.htm
239,2004-11-17,CLEAR,Signalized,07:50 - 08:50,2,312,2,16:25 - 17:25,3,376,123,GRANVILLE ST AND W CORDOVA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0130589.htm
240,2003-07-29,CLEAR,Signalized,07:45 - 08:45,0,442,5,16:25 - 17:25,7,793,112,GRANVILLE ST AND W CORDOVA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0130589.htm
241,2001-06-22,cloudy,Signalized,07:55 - 08:55,5,274,9,16:10 - 17:10,4,829,128,GRANVILLE ST AND W CORDOVA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2001/0130589.htm
242,1996-07-04,CLOUDY,Non-Signalized,07:55 - 08:55,0,538,19,16:25 - 17:25,0,1134,110,GRANVILLE ST AND W CORDOVA ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0130589.htm
243,2003-07-10,CLEAR,Signalized,07:55 - 08:55,9,237,24,16:20 - 17:20,34,532,39,GRANVILLE ST AND W PENDER ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2003/0130592.htm
244,2000-05-15,CLEAR,Signalized,07:55 - 08:55,21,334,33,16:25 - 17:25,46,432,38,GRANVILLE ST AND W PENDER ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2000/0130592.htm
245,1996-07-05,CLEAR,Signalized,07:55 - 08:55,23,280,37,15:55 - 16:55,42,486,48,GRANVILLE ST AND W PENDER ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/1996/0130592.htm
246,2011-10-04,CLOUDY,Signalized,07:55 - 08:55,11,721,49,16:35 - 17:35,79,272,0,GRANVILLE ST AND DUNSMUIR ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2011/0130595.htm
247,2004-08-10,CLEAR,Signalized,07:35 - 08:35,9,305,51,16:25 - 17:25,35,587,78,GRANVILLE ST AND DUNSMUIR ST,https://app.vancouver.ca/vanmapmtc_net/diagrams/reports/2004/0130595.htm
