Study date,Year,Project,OBJECTID,Intersection,File Name
2016-09-15,2016,Turning Movement Count,9247,HOWE ST AND DRAKE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & DRAKE ST - 2016-09-15
2016-09-13,2016,Turning Movement Count,9248,W 12TH AV AND FIR ST,ENG - TDM - TURNING MOVEMENT COUNT - FIR ST & 12TH AVE - 2016-09-13
2016-01-12,2016,Turning Movement Count,9249,W BROADWAY AND FIR ST,ENG - TDM - TURNING MOVEMENT COUNT - FIR ST & W BROADWAY - 2016-01-12
2016-01-13,2016,Turning Movement Count,9250,FOLEY ST AND GREAT NORTHERN WAY,ENG - TDM - TURNING MOVEMENT COUNT - FOLEY ST & GREAT NORTHERN WAY - 2016-01-13
2016-06-02,2016,Turning Movement Count,9251,FOLEY ST AND GREAT NORTHERN WAY,ENG - TDM - TURNING MOVEMENT COUNT - FOLEY ST & GREAT NORTHERN WAY - 2016-06-02
2016-01-13,2016,Turning Movement Count,9253,E 33RD AV AND FRASER ST,ENG - TDM - TURNING MOVEMENT COUNT - FRASER ST & E 33RD AV - 2016-01-13
2016-09-14,2016,Turning Movement Count,9254,FRASER ST AND E BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - FRASER ST & E BROADWAY - 2016-09-14
2016-09-28,2016,Turning Movement Count,9255,FRASER ST AND E BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - FRASER ST & E BROADWAY - 2016-09-28
2016-11-30,2016,Turning Movement Count,9256,KINGSWAY AND FRASER ST,ENG - TDM - TURNING MOVEMENT COUNT - FRASER ST & KINGSWAY - 2016-11-30
2016-09-22,2016,Turning Movement Count,9257,VENABLES ST AND GEORGE ST,ENG - TDM - TURNING MOVEMENT COUNT - GEORGE ST & VENABLES ST - 2016-09-22
2016-07-07,2016,Turning Movement Count,9258,GLEN DRIVE AND PARKER ST,ENG - TDM - TURNING MOVEMENT COUNT - GLEN DR & PARKER ST - 2016-07-07
2016-07-07,2016,Turning Movement Count,9259,VENABLES ST AND GLEN DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - GLEN DR & VENABLES ST - 2016-07-07
2016-10-25,2016,Turning Movement Count,9260,E PENDER ST AND GORE AV,ENG - TDM - TURNING MOVEMENT COUNT - GORE AVE & PENDER ST - 2016-10-25
2016-07-07,2016,Turning Movement Count,9261,DUNSMUIR VIADUCT AND GORE AV,ENG - TDM - TURNING MOVEMENT COUNT - GORE AVE & PRIOR ST - 2016-07-07
2016-06-15,2016,Turning Movement Count,9262,GORE AV AND UNION ST,ENG - TDM - TURNING MOVEMENT COUNT - GORE AVE & UNION ST - 2016-06-15
2016-10-05,2016,Turning Movement Count,9263,GORE AV AND UNION ST,ENG - TDM - TURNING MOVEMENT COUNT - GORE AVE & UNION ST - 2016-10-05
2016-01-13,2016,Turning Movement Count,9264,GRANVILLE ST AND W 33RD AV,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & 33RD AVE - 2016-01-13
2016-01-19,2016,Turning Movement Count,9265,GRANVILLE ST AND W 33RD AV,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & 33RD AVE - 2016-01-19
2016-07-06,2016,Turning Movement Count,9266,GRANVILLE ST AND W 33RD AV,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & 33RD AVE - 2016-07-06
2016-10-04,2016,Turning Movement Count,9267,W 41ST AV AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & 41ST AVE - 2016-10-04
2016-12-03,2016,Turning Movement Count,9271,W 7TH AV AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & 7TH AVE - 2016-12-03
2016-11-01,2016,Turning Movement Count,9272,DAVIE ST AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & DAVIE ST - 2016-11-01
2016-12-02,2016,Turning Movement Count,9273,DAVIE ST AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & DAVIE ST - 2016-12-02
2016-01-19,2016,Turning Movement Count,9274,GRANVILLE ST AND DUNSMUIR ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & DUNSMUIR ST - 2016-01-19
2016-01-21,2016,Turning Movement Count,9275,W GEORGIA ST AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & GEORGIA ST - 2016-01-21
2016-04-05,2016,Turning Movement Count,9276,HELMCKEN ST AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & HELMCKEN ST - 2016-04-05
2016-10-11,2016,Turning Movement Count,9277,W KING EDWARD AV AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & KING EDWARD AVE - 2016-10-11
2016-10-26,2016,Turning Movement Count,9278,NELSON ST AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & NELSON ST - 2016-10-26
2016-02-11,2016,Turning Movement Count,9279,GRANVILLE ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & ROBSON ST - 2016-02-11
2016-11-16,2016,Turning Movement Count,9280,GRANVILLE ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & ROBSON ST - 2016-11-16
2016-02-16,2016,Turning Movement Count,9281,SMITHE ST AND GRANVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & SMITHE ST - 2016-02-16
2016-11-03,2016,Turning Movement Count,9282,W 12TH AV AND OAK ST,ENG - TDM - TURNING MOVEMENT COUNT - OAK ST & 12TH AVE - 2016-11-03
2016-08-30,2016,Turning Movement Count,9283,LARCH ST AND W 41ST AV,ENG - TDM - TURNING MOVEMENT COUNT - LARCH ST & 41ST AVE - 2016-08-30
2016-11-02,2016,Turning Movement Count,9284,W 2ND AV AND MANITOBA ST,ENG - TDM - TURNING MOVEMENT COUNT - MANITOBA ST & 2ND AVE - 2016-11-02
2016-10-11,2016,Turning Movement Count,9285,NATIONAL AV AND MAIN ST,ENG - TDM - TURNING MOVEMENT COUNT - MAIN ST & NATIONAL AVE - 2016-10-11
2016-10-20,2016,Turning Movement Count,9286,OAK ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - OAK ST & 10TH AVE - 2016-10-20
2016-12-01,2016,Turning Movement Count,9287,NOOTKA ST AND E BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - NOOTKA ST & E BROADWAY - 2016-12-01
2016-03-24,2016,Turning Movement Count,9288,W BROADWAY AND MACDONALD ST,ENG - TDM - TURNING MOVEMENT COUNT - MACDONALD ST & W BROADWAY - 2016-03-24
2016-08-10,2016,Turning Movement Count,9289,NICOLA ST AND BURNABY ST,ENG - TDM - TURNING MOVEMENT COUNT - NICOLA ST & BURNABY ST - 2016-08-10
2016-06-15,2016,Turning Movement Count,9290,PRIOR ST AND GEORGIA VIADUCT,ENG - TDM - TURNING MOVEMENT COUNT - MAIN ST & PRIOR ST - 2016-06-15
2016-11-02,2016,Turning Movement Count,9291,JERVIS ST AND PACIFIC ST,ENG - TDM - TURNING MOVEMENT COUNT - JERVIS ST & PACIFIC ST - 2016-11-02
2016-06-14,2016,Turning Movement Count,9292,MAIN ST AND TERMINAL AV,ENG - TDM - TURNING MOVEMENT COUNT - MAIN ST & TERMINAL AVE - 2016-06-14
2016-11-03,2016,Turning Movement Count,9293,HELMCKEN ST AND RICHARDS ST,ENG - TDM - TURNING MOVEMENT COUNT - RICHARDS ST & HELMCKEN ST - 2016-11-03
2016-06-14,2016,Turning Movement Count,9294,MAIN ST AND UNION ST,ENG - TDM - TURNING MOVEMENT COUNT - MAIN ST & UNION ST - 2016-06-14
2016-11-08,2016,Turning Movement Count,9295,RICHARDS ST AND NELSON ST,ENG - TDM - TURNING MOVEMENT COUNT - RICHARDS ST & NELSON ST - 2016-11-08
2016-12-01,2016,Turning Movement Count,9296,HOWE ST AND DRAKE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & DRAKE ST - 2016-12-01
2016-11-15,2016,Turning Movement Count,9297,QUEBEC ST AND UNION ST,ENG - TDM - TURNING MOVEMENT COUNT - QUEBEC ST & UNION ST - 2016-11-15
2016-06-01,2016,Turning Movement Count,9298,QUEBEC ST AND NATIONAL AV,ENG - TDM - TURNING MOVEMENT COUNT - QUEBEC ST & NATIONAL AVE - 2016-06-01
2016-10-04,2016,Turning Movement Count,9299,GRANDVIEW HIGHWAY AND RUPERT ST,ENG - TDM - TURNING MOVEMENT COUNT - RUPERT ST & GRANDVIEW HWY - 2016-10-04
2016-12-13,2016,Turning Movement Count,9300,GRANDVIEW HIGHWAY AND RUPERT ST,ENG - TDM - TURNING MOVEMENT COUNT - RUPERT ST & GRANDVIEW HWY - 2016-12-13
2016-06-14,2016,Turning Movement Count,9301,PRIOR ST AND GEORGIA VIADUCT,ENG - TDM - TURNING MOVEMENT COUNT - MAIN ST & PRIOR ST - 2016-06-14
2016-09-27,2016,Turning Movement Count,9302,DAVIE ST AND JERVIS ST,ENG - TDM - TURNING MOVEMENT COUNT - JERVIS ST & DAVIE ST - 2016-09-27
2016-06-14,2016,Turning Movement Count,9303,PRINCESS AV AND PRIOR ST,ENG - TDM - TURNING MOVEMENT COUNT - PRINCESS AVE & PRIOR ST - 2016-06-14
2016-06-02,2016,Turning Movement Count,9304,PRIOR ST AND GEORGIA VIADUCT,ENG - TDM - TURNING MOVEMENT COUNT - MAIN ST & PRIOR ST - 2016-06-02
2016-10-11,2016,Turning Movement Count,9305,MANITOBA ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - MANITOBA ST & W BROADWAY - 2016-10-11
2016-11-22,2016,Turning Movement Count,9306,GRANDVIEW HWY SOUTH AND NANAIMO ST,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & GRANDVIEW HWY - 2016-11-22
2016-11-02,2016,Turning Movement Count,9307,SMITHE ST AND HOWE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & SMITHE ST - 2016-11-02
2016-04-12,2016,Turning Movement Count,9308,MACDONALD ST AND W KING EDWARD AV,ENG - TDM - TURNING MOVEMENT COUNT - MACDONALD ST & KING EDWARD AVE - 2016-04-12
2016-11-03,2016,Turning Movement Count,9309,THURLOW ST AND ALBERNI ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & ALBERNI ST - 2016-11-03
2016-12-02,2016,Turning Movement Count,9310,HOWE ST AND DAVIE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & DAVIE ST - 2016-12-02
2016-11-22,2016,Turning Movement Count,9311,HORNBY ST AND SMITHE ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & SMITHE ST - 2016-11-22
2016-07-07,2016,Turning Movement Count,9312,COMOX ST AND THURLOW ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & COMOX ST - 2016-07-07
2016-02-10,2016,Turning Movement Count,9313,THURLOW ST AND W CORDOVA ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & CORDOVA ST - 2016-02-10
2016-09-28,2016,Turning Movement Count,9314,THURLOW ST AND DAVIE ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & DAVIE ST - 2016-09-28
2016-11-10,2016,Turning Movement Count,9315,THURLOW ST AND DAVIE ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & DAVIE ST - 2016-11-10
2016-12-13,2016,Turning Movement Count,9316,RICHARDS ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - RICHARDS ST & ROBSON ST - 2016-12-13
2016-11-09,2016,Turning Movement Count,9317,SCOTIA ST AND E 2ND AV,ENG - TDM - TURNING MOVEMENT COUNT - SCOTIA ST & 2ND AVE - 2016-11-09
2016-09-20,2016,Turning Movement Count,9318,HOWE ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & ROBSON ST - 2016-09-20
2016-02-18,2016,Turning Movement Count,9320,THURLOW ST AND MELVILLE ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & MELVILLE ST - 2016-02-18
2016-04-28,2016,Turning Movement Count,9321,PRINCESS AV AND PRIOR ST,ENG - TDM - TURNING MOVEMENT COUNT - PRINCESS AVE & PRIOR ST - 2016-04-28
2016-11-09,2016,Turning Movement Count,9322,NELSON ST AND THURLOW ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & NELSON ST - 2016-11-09
2016-11-23,2016,Turning Movement Count,9323,DAVIE ST AND SEYMOUR ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & DAVIE ST - 2016-11-23
2016-06-23,2016,Turning Movement Count,9324,HOWE ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & ROBSON ST - 2016-06-23
2016-08-25,2016,Turning Movement Count,9325,E 41ST AV AND KNIGHT ST,ENG - TDM - TURNING MOVEMENT COUNT - KNIGHT ST & 41ST AVE - 2016-08-25
2016-10-20,2016,Turning Movement Count,9326,ROBSON ST AND HORNBY ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & ROBSON ST - 2016-10-20
2016-06-23,2016,Turning Movement Count,9327,ROBSON ST AND HORNBY ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & ROBSON ST - 2016-06-23
2016-04-06,2016,Turning Movement Count,9328,THURLOW ST AND W PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & PENDER ST - 2016-04-06
2016-11-05,2016,Turning Movement Count,9329,THURLOW ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & ROBSON ST - 2016-11-05
2016-11-01,2016,Turning Movement Count,9330,HORNBY ST AND W PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & PENDER ST - 2016-11-01
2016-09-29,2016,Turning Movement Count,9331,ADANAC ST AND MCLEAN DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - MCLEAN DR & ADANAC ST - 2016-09-29
2016-09-21,2016,Turning Movement Count,9332,HORNBY ST AND NELSON ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & NELSON ST - 2016-09-21
2016-12-01,2016,Turning Movement Count,9333,HORNBY ST AND W HASTINGS ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & HASTINGS ST - 2016-12-01
2016-02-25,2016,Turning Movement Count,9334,HORNBY ST AND W GEORGIA ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & GEORGIA ST - 2016-02-25
2016-11-03,2016,Turning Movement Count,9335,HORNBY ST AND DUNSMUIR ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & DUNSMUIR ST - 2016-11-03
2016-11-02,2016,Turning Movement Count,9336,HORNBY ST AND DUNSMUIR ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & DUNSMUIR ST - 2016-11-02
2016-10-27,2016,Turning Movement Count,9337,DRAKE ST AND HORNBY ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & DRAKE ST - 2016-10-27
2016-10-12,2016,Turning Movement Count,9338,ROBSON ST AND HORNBY ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & ROBSON ST - 2016-10-12
2016-09-15,2016,Turning Movement Count,9339,HORNBY ST AND DAVIE ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & DAVIE ST - 2016-09-15
2016-07-06,2016,Turning Movement Count,9340,HOWE ST AND PACIFIC ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & PACIFIC ST - 2016-07-06
2016-09-15,2016,Turning Movement Count,9341,LAUREL ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - LAUREL ST & W BROADWAY - 2016-09-15
2016-07-27,2016,Turning Movement Count,9342,KNIGHT ST AND KINGSWAY,ENG - TDM - TURNING MOVEMENT COUNT - KNIGHT ST & KINGSWAY - 2016-07-27
2016-09-15,2016,Turning Movement Count,9343,ALEXANDER ST AND MAIN ST,ENG - TDM - TURNING MOVEMENT COUNT - MAIN ST & ALEXANDER ST - 2016-09-15
2016-02-09,2016,Turning Movement Count,9344,DUNSMUIR ST AND SEYMOUR ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & DUNSMUIR ST - 2016-02-09
2016-10-27,2016,Turning Movement Count,9345,SMITHE ST AND HOMER ST,ENG - TDM - TURNING MOVEMENT COUNT - HOMER ST & SMITHE ST - 2016-10-27
2016-04-05,2016,Turning Movement Count,9346,E KING EDWARD AV AND KNIGHT ST,ENG - TDM - TURNING MOVEMENT COUNT - KNIGHT ST & KING EDWARD AVE - 2016-04-05
2016-07-07,2016,Turning Movement Count,9348,VENABLES ST AND VERNON DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - VERNON DR & VENABLES ST - 2016-07-07
2016-06-02,2016,Turning Movement Count,9349,E 1ST AV AND MAIN ST,ENG - TDM - TURNING MOVEMENT COUNT - MAIN ST & 1ST AVE - 2016-06-02
2016-12-02,2016,Turning Movement Count,9350,NELSON ST AND HOWE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & NELSON ST - 2016-12-02
2016-10-05,2016,Turning Movement Count,9351,VICTORIA DRIVE AND E 34TH AV,ENG - TDM - TURNING MOVEMENT COUNT - VICTORIA DR & 34TH AVE - 2016-10-05
2016-09-13,2016,Turning Movement Count,9354,VICTORIA DRIVE AND ADANAC ST,ENG - TDM - TURNING MOVEMENT COUNT - VICTORIA DR & ADANAC ST - 2016-09-13
2016-10-13,2016,Turning Movement Count,9355,VICTORIA DRIVE AND ADANAC ST,ENG - TDM - TURNING MOVEMENT COUNT - VICTORIA DR & ADANAC ST - 2016-10-13
2016-11-03,2016,Turning Movement Count,9356,SEYMOUR ST AND W HASTINGS ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & HASTINGS ST - 2016-11-03
2016-11-10,2016,Turning Movement Count,9357,HELMCKEN ST AND SEYMOUR ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & HELMCKEN ST - 2016-11-10
2016-10-05,2016,Turning Movement Count,9358,GRANDVIEW HIGHWAY AND RENFREW ST,ENG - TDM - TURNING MOVEMENT COUNT - RENFREW ST & GRANDVIEW HWY - 2016-10-05
2016-11-24,2016,Turning Movement Count,9359,NELSON ST AND HOWE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & NELSON ST - 2016-11-24
2016-11-09,2016,Turning Movement Count,9360,SEYMOUR ST AND NELSON ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & NELSON ST - 2016-11-09
2016-03-23,2016,Turning Movement Count,9361,W HASTINGS ST AND JERVIS ST,ENG - TDM - TURNING MOVEMENT COUNT - JERVIS ST & HASTINGS ST - 2016-03-23
2016-10-04,2016,Turning Movement Count,9362,E 10TH AV AND MAIN ST,ENG - TDM - TURNING MOVEMENT COUNT - MAIN ST & 10TH AVE - 2016-10-04
2016-10-13,2016,Turning Movement Count,9363,VINE ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - VINE ST & 10TH AVE - 2016-10-13
2016-10-25,2016,Turning Movement Count,9364,HOMER ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - HOMER ST & ROBSON ST - 2016-10-25
2016-09-20,2016,Turning Movement Count,9365,HELMCKEN ST AND HOMER ST,ENG - TDM - TURNING MOVEMENT COUNT - HOMER ST & HELMCKEN ST - 2016-09-20
2016-02-18,2016,Turning Movement Count,9366,HELMCKEN ST AND HOWE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & HELMCKEN ST - 2016-02-18
2016-11-01,2016,Turning Movement Count,9367,W HASTINGS ST AND HOMER ST,ENG - TDM - TURNING MOVEMENT COUNT - HOMER ST & HASTINGS ST - 2016-11-01
2016-01-27,2016,Turning Movement Count,9368,MACDONALD ST AND W 3RD AV,ENG - TDM - TURNING MOVEMENT COUNT - MACDONALD ST & 3RD AVE - 2016-01-27
2016-08-23,2016,Turning Movement Count,9369,E 10TH AV AND MAIN ST,ENG - TDM - TURNING MOVEMENT COUNT - MAIN ST & 10TH AVE - 2016-08-23
2016-11-08,2016,Turning Movement Count,9370,MCGILL ST AND N RENFREW ST,ENG - TDM - TURNING MOVEMENT COUNT - RENFREW ST & MCGILL ST - 2016-11-08
2016-01-28,2016,Turning Movement Count,9372,PRIOR ST AND GEORGIA VIADUCT,ENG - TDM - TURNING MOVEMENT COUNT - MAIN ST & PRIOR ST - 2016-01-28
2016-11-16,2016,Turning Movement Count,9373,E 33RD AV AND KNIGHT ST,ENG - TDM - TURNING MOVEMENT COUNT - KNIGHT ST & 33RD AVE - 2016-11-16
2016-03-17,2016,Turning Movement Count,9374,ADANAC ST AND RENFREW ST,ENG - TDM - TURNING MOVEMENT COUNT - RENFREW ST & ADANAC ST - 2016-03-17
2016-03-24,2016,Turning Movement Count,9375,E HASTINGS ST AND SKEENA ST,ENG - TDM - TURNING MOVEMENT COUNT - SKEENA ST & HASTINGS ST - 2016-03-24
2016-12-01,2016,Turning Movement Count,9376,W HASTINGS ST AND HOWE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & HASTINGS ST - 2016-12-01
2016-04-26,2016,Turning Movement Count,9377,KASLO ST AND GRANDVIEW HWY SOUTH,ENG - TDM - TURNING MOVEMENT COUNT - KASLO ST & GRANDVIEW HWY - 2016-04-26
2016-02-11,2016,Turning Movement Count,9378,HOMER ST AND W GEORGIA ST,ENG - TDM - TURNING MOVEMENT COUNT - HOMER ST & GEORGIA ST - 2016-02-11
2016-11-23,2016,Turning Movement Count,9379,W 2ND AV AND E 2ND AV,ENG - TDM - TURNING MOVEMENT COUNT - ONTARIO ST & 2ND AVE - 2016-11-23
2016-08-04,2016,Turning Movement Count,9380,W 2ND AV AND E 2ND AV,ENG - TDM - TURNING MOVEMENT COUNT - ONTARIO ST & 2ND AVE - 2016-08-04
2016-09-21,2016,Turning Movement Count,9381,MACKENZIE ST AND W 41ST AV,ENG - TDM - TURNING MOVEMENT COUNT - MACKENZIE ST & 41ST AVE - 2016-09-21
2016-01-26,2016,Turning Movement Count,9382,HOWE ST AND W GEORGIA ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & GEORGIA ST - 2016-01-26
2016-02-17,2016,Turning Movement Count,9383,HOMER ST AND DUNSMUIR ST,ENG - TDM - TURNING MOVEMENT COUNT - HOMER ST & DUNSMUIR ST - 2016-02-17
2016-07-07,2016,Turning Movement Count,9384,HOMER ST AND DAVIE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOMER ST & DAVIE ST - 2016-07-07
2016-06-02,2016,Turning Movement Count,9385,RAYMUR AV AND VENABLES ST,ENG - TDM - TURNING MOVEMENT COUNT - RAYMUR AVE & VENABLES ST - 2016-06-02
2016-09-14,2016,Turning Movement Count,9386,W 6TH AV AND GRANVILLE BRIDGE,ENG - TDM - TURNING MOVEMENT COUNT - HEMLOCK ST & 6TH AVE - 2016-09-14
2016-06-07,2016,Turning Movement Count,9387,HEATLEY AV AND PRIOR ST,ENG - TDM - TURNING MOVEMENT COUNT - HEATLEY AVE & PRIOR ST - 2016-06-07
2016-10-20,2016,Turning Movement Count,9388,HEATHER ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - HEATHER ST & W BROADWAY - 2016-10-20
2016-08-25,2016,Turning Movement Count,9389,HEATHER ST AND W 37TH AV,ENG - TDM - TURNING MOVEMENT COUNT - HEATHER ST & 37TH AVE - 2016-08-25
2016-11-22,2016,Turning Movement Count,9391,SLOCAN ST AND E 22ND AV,ENG - TDM - TURNING MOVEMENT COUNT - SLOCAN ST & E 22ND AV - 2016-11-22
2016-10-06,2016,Turning Movement Count,9392,W 12TH AV AND HEATHER ST,ENG - TDM - TURNING MOVEMENT COUNT - HEATHER ST & 12TH AVE - 2016-10-06
2016-01-20,2016,Turning Movement Count,9393,MALKIN AV AND HAWKS AV,ENG - TDM - TURNING MOVEMENT COUNT - HAWKS AVE & MALKIN AVE - 2016-01-20
2016-01-20,2016,Turning Movement Count,9394,HAWKS AV AND PRIOR ST,ENG - TDM - TURNING MOVEMENT COUNT - HAWKES AVE & PRIOR ST - 2016-01-20
2016-02-09,2016,Turning Movement Count,9395,NANAIMO ST AND E 22ND AV,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & 22ND AVE - 2016-02-09
2016-04-12,2016,Turning Movement Count,9396,WINDSOR ST AND KINGSWAY,ENG - TDM - TURNING MOVEMENT COUNT - WINDSOR ST & KINGSWAY - 2016-04-12
2016-08-30,2016,Turning Movement Count,9397,WINDSOR ST AND KINGSWAY,ENG - TDM - TURNING MOVEMENT COUNT - WINDSOR ST & KINGSWAY - 2016-08-30
2016-12-08,2016,Turning Movement Count,9398,RUPERT ST AND E 29TH AV,ENG - TDM - TURNING MOVEMENT COUNT - RUPERT ST & 29TH AVE - 2016-12-08
2016-10-06,2016,Turning Movement Count,9399,ADANAC ST AND NANAIMO ST,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & ADANAC ST - 2016-10-06
2016-06-07,2016,Turning Movement Count,9400,YEW ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - YEW ST & 10TH AVE - 2016-06-07
2016-10-13,2016,Turning Movement Count,9401,SMITHE ST AND HAMILTON ST,ENG - TDM - TURNING MOVEMENT COUNT - HAMILTON ST & SMITHE ST - 2016-10-13
2016-12-13,2016,Turning Movement Count,9402,W BROADWAY AND YEW ST,ENG - TDM - TURNING MOVEMENT COUNT - YEW ST & BROADWAY - 2016-12-13
2016-11-08,2016,Turning Movement Count,9403,HAMILTON ST AND W PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - HAMILTON ST & PENDER ST - 2016-11-08
2016-10-15,2016,Turning Movement Count,9404,W GEORGIA ST AND HAMILTON ST,ENG - TDM - TURNING MOVEMENT COUNT - HAMILTON ST & GEORGIA ST - 2016-10-15
2016-04-07,2016,Turning Movement Count,9405,N NANAIMO ST AND NANAIMO ST,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & DUNDAS ST - 2016-04-07
2016-11-10,2016,Turning Movement Count,9406,W 33RD AV AND OAK ST,ENG - TDM - TURNING MOVEMENT COUNT - OAK ST & 33RD AVE - 2016-11-10
2016-09-14,2016,Turning Movement Count,9407,DUNSMUIR ST AND HAMILTON ST,ENG - TDM - TURNING MOVEMENT COUNT - HAMILTON ST & DUNSMUIR ST - 2016-09-14
2015-11-18,2015,Turning Movement Count,9408,BOUNDARY ROAD AND GRANDVIEW HIGHWAY,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & GRANDVIEW HWY - 2015-11-18
2015-11-18,2015,Turning Movement Count,9409,BURRARD ST AND W 16TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & 16TH AVE - 2015-11-18
2015-11-18,2015,Turning Movement Count,9410,BURRARD ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & 4TH AVE - 2015-11-18
2015-11-24,2015,Turning Movement Count,9411,CORNWALL AV AND BURRARD BRIDGE,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & CORNWALL AV - 2015-11-24
2015-11-19,2015,Turning Movement Count,9412,DRAKE ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & DRAKE ST - 2015-11-19
2015-11-25,2015,Turning Movement Count,9413,DRAKE ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & DRAKE ST - 2015-11-25
