Study date,Year,Project,OBJECTID,Intersection,File Name
2018-11-22,2018,Turning Movement Count,8605,COMMERCIAL DRIVE AND E HASTINGS ST,ENG - TDM - TURNING MOVEMENT COUNT - COMMERCIAL ST & HASTINGS ST - 2018-11-22
2018-01-20,2018,Turning Movement Count,8606,W BROADWAY AND HEMLOCK ST,ENG - TDM - TURNING MOVEMENT COUNT - HEMLOCK ST & W BROADWAY - 2018-01-20
2018-01-17,2018,Turning Movement Count,8607,W BROADWAY AND ALBERTA ST,ENG - TDM - TURNING MOVEMENT COUNT - ALBERTA ST & BROADWAY - 2018-01-17
2018-11-29,2018,Turning Movement Count,8608,W 10TH AV AND HIGHBURY ST,ENG - TDM - TURNING MOVEMENT COUNT - HIGHBURY ST & 10TH AVE - 2018-11-29
2018-09-19,2018,Turning Movement Count,8609,COMMODORE ROAD AND SPYGLASS PLACE,ENG - TDM - TURNING MOVEMENT COUNT - COMMODORE RD & SPYGLASS PL - 2018-09-19
2018-02-06,2018,Turning Movement Count,8610,ALDER ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - ALDER ST & BROADWAY - 2018-02-06
2018-02-07,2018,Turning Movement Count,8611,ALDER ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - ALDER ST & BROADWAY - 2018-02-07
2018-11-15,2018,Turning Movement Count,8613,HIGHBURY ST AND W 3RD AV,ENG - TDM - TURNING MOVEMENT COUNT - HIGHBURY ST & 3RD AVE - 2018-11-15
2018-08-02,2018,Turning Movement Count,8614,CYPRESS ST AND W 17TH AV,ENG - TDM - TURNING MOVEMENT COUNT - CYPRESS ST & 17TH AVE - 2018-08-02
2018-11-15,2018,Turning Movement Count,8615,W 8TH AV AND HIGHBURY ST,ENG - TDM - TURNING MOVEMENT COUNT - HIGHBURY ST & 8TH AVE - 2018-11-15
2018-08-02,2018,Turning Movement Count,8616,CYPRESS ST AND HOSMER AV,ENG - TDM - TURNING MOVEMENT COUNT - CYPRESS ST & HOSMER AVE - 2018-08-02
2018-11-21,2018,Turning Movement Count,8617,ALMA ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - ALMA ST & 10TH AVE - 2018-11-21
2018-11-29,2018,Turning Movement Count,8618,ALMA ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - ALMA ST & 10TH AVE - 2018-11-29
2018-11-15,2018,Turning Movement Count,8619,ALMA ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - ALMA ST & 4TH AVE - 2018-11-15
2018-11-20,2018,Turning Movement Count,8620,ALMA ST AND W 6TH AV,ENG - TDM - TURNING MOVEMENT COUNT - ALMA ST & 6TH AVE - 2018-11-20
2018-11-20,2018,Turning Movement Count,8621,ALMA ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - ALMA ST & BROADWAY - 2018-11-20
2018-08-02,2018,Turning Movement Count,8622,MATTHEWS AV AND CYPRESS ST,ENG - TDM - TURNING MOVEMENT COUNT - CYPRESS ST & MATTHEWS AVE - 2018-08-02
2018-03-16,2018,Turning Movement Count,8623,W 41ST AV AND WEST BOULEVARD,ENG - TDM - TURNING MOVEMENT COUNT - WEST BLVD & 41ST AVE - 2018-03-16
2018-01-31,2018,Turning Movement Count,8624,MANITOBA ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - MANITOBA ST & BROADWAY - 2018-01-31
2018-11-15,2018,Turning Movement Count,8625,W 4TH AV AND WALLACE ST,ENG - TDM - TURNING MOVEMENT COUNT - WALLACE ST & 4TH AVE - 2018-11-15
2018-01-16,2018,Turning Movement Count,8626,W BROADWAY AND CYPRESS ST,ENG - TDM - TURNING MOVEMENT COUNT - CYPRESS ST & W BROADWAY - 2018-01-16
2018-08-14,2018,Turning Movement Count,8627,ARBUTUS ST AND W 12TH AV,ENG - TDM - TURNING MOVEMENT COUNT - ARBUTUS ST & 12TH AVE - 2018-08-14
2018-02-10,2018,Turning Movement Count,8628,W BROADWAY AND CYPRESS ST,ENG - TDM - TURNING MOVEMENT COUNT - CYPRESS ST & W BROADWAY - 2018-02-10
2018-09-20,2018,Turning Movement Count,8629,MACDONALD ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - MACDONALD ST & 4TH AVE - 2018-09-20
2018-08-09,2018,Turning Movement Count,8630,DENMAN ST AND BEACH AV,ENG - TDM - TURNING MOVEMENT COUNT - DENMAN ST & BEACH AVE - 2018-08-09
2018-08-30,2018,Turning Movement Count,8631,DENMAN ST AND COMOX ST,ENG - TDM - TURNING MOVEMENT COUNT - DENMAN ST & COMOX ST - 2018-08-30
2018-01-10,2018,Turning Movement Count,8632,W BROADWAY AND VINE ST,ENG - TDM - TURNING MOVEMENT COUNT - VINE ST & BROADWAY - 2018-01-10
2018-08-30,2018,Turning Movement Count,8633,DENMAN ST AND DAVIE ST,ENG - TDM - TURNING MOVEMENT COUNT - DENMAN ST & DAVIE ST - 2018-08-30
2018-08-21,2018,Turning Movement Count,8634,W 41ST AV AND VINE ST,ENG - TDM - TURNING MOVEMENT COUNT - VINE ST & 41ST AVE - 2018-08-21
2018-11-06,2018,Turning Movement Count,8635,W 12TH AV AND VINE ST,ENG - TDM - TURNING MOVEMENT COUNT - VINE ST & 12TH AVE - 2018-11-06
2018-01-17,2018,Turning Movement Count,8636,LAUREL ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - LAUREL ST & W BROADWAY - 2018-01-17
2018-11-14,2018,Turning Movement Count,8637,W 4TH AV AND TRIMBLE ST,ENG - TDM - TURNING MOVEMENT COUNT - TRIMBLE ST & 4TH AVE - 2018-11-14
2018-09-05,2018,Turning Movement Count,8638,NELSON ST AND DENMAN ST,ENG - TDM - TURNING MOVEMENT COUNT - DENMAN ST & NELSON ST - 2018-09-05
2018-05-10,2018,Turning Movement Count,8639,HOWE ST AND PACIFIC ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & PACIFIC ST - 2018-05-10
2018-10-04,2018,Turning Movement Count,8640,ASH ST AND W 7TH AV,ENG - TDM - TURNING MOVEMENT COUNT - ASH ST & 7TH AVE - 2018-10-04
2018-10-03,2018,Turning Movement Count,8641,W 8TH AV AND ASH ST,ENG - TDM - TURNING MOVEMENT COUNT - ASH ST & 8TH AVE - 2018-10-03
2018-12-05,2018,Turning Movement Count,8642,DENMAN ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - DENMAN ST & ROBSON ST - 2018-12-05
2018-11-21,2018,Turning Movement Count,8643,DISCOVERY ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - DISCOVERY ST & 10TH AVE - 2018-11-21
2018-01-30,2018,Turning Movement Count,8644,ASH ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - ASH ST & W BROADWAY - 2018-01-30
2018-08-28,2018,Turning Movement Count,8645,ASH ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - ASH ST & W BROADWAY - 2018-08-28
2018-09-01,2018,Turning Movement Count,8646,ASH ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - ASH ST & W BROADWAY - 2018-09-01
2018-12-04,2018,Turning Movement Count,8647,ASH ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - ASH ST & W BROADWAY - 2018-12-04
2018-08-02,2018,Turning Movement Count,8648,BALACLAVA ST AND W 5TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BALACLAVA ST & 5TH AVE - 2018-08-02
2018-08-02,2018,Turning Movement Count,8649,W 7TH AV AND BALACLAVA ST,ENG - TDM - TURNING MOVEMENT COUNT - BALACLAVA ST & 7TH AVE - 2018-08-02
2018-08-07,2018,Turning Movement Count,8650,W 8TH AV AND BALACLAVA ST,ENG - TDM - TURNING MOVEMENT COUNT - BALACLAVA ST & 8TH AVE - 2018-08-07
2018-08-21,2018,Turning Movement Count,8651,W 41ST AV AND BALSAM ST,ENG - TDM - TURNING MOVEMENT COUNT - BALSAM ST & 41ST AVE - 2018-08-21
2018-10-17,2018,Turning Movement Count,8652,W 41ST AV AND BALSAM ST,ENG - TDM - TURNING MOVEMENT COUNT - BALSAM ST & 41ST AVE - 2018-10-17
2018-11-29,2018,Turning Movement Count,8653,DISCOVERY ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - DISCOVERY ST & 10TH AVE - 2018-11-29
2018-11-20,2018,Turning Movement Count,8654,DISCOVERY ST AND W 8TH AV,ENG - TDM - TURNING MOVEMENT COUNT - DISCOVERY ST & 8TH AVE - 2018-11-20
2018-08-28,2018,Turning Movement Count,8655,Beatty St & Nelson St,ENG - TDM - TURNING MOVEMENT COUNT - BEATTY ST & NELSON ST - 2018-08-28
2018-12-11,2018,Turning Movement Count,8656,DRAKE ST AND PACIFIC BOULEVARD,ENG - TDM - TURNING MOVEMENT COUNT - DRAKE ST & PACIFIC ST - 2018-12-11
2018-08-15,2018,Turning Movement Count,8657,BEATTY ST AND W PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - BEATTY ST & PENDER ST - 2018-08-15
2018-08-09,2018,Turning Movement Count,8658,W PENDER ST AND HOWE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & PENDER ST - 2018-08-09
2018-08-15,2018,Turning Movement Count,8659,SMITHE ST AND BEATTY ST,ENG - TDM - TURNING MOVEMENT COUNT - BEATTY ST & SMITHE ST - 2018-08-15
2018-11-01,2018,Turning Movement Count,8660,W 10TH AV AND TRAFALGAR ST,ENG - TDM - TURNING MOVEMENT COUNT - TRAFALGAR ST & 10TH AVE - 2018-11-01
2018-01-27,2018,Turning Movement Count,8661,E BROADWAY AND KINGSWAY,ENG - TDM - TURNING MOVEMENT COUNT - KINGSWAY & E BROADWAY - 2018-01-27
2018-02-01,2018,Turning Movement Count,8662,E BROADWAY AND KINGSWAY,ENG - TDM - TURNING MOVEMENT COUNT - KINGSWAY & E BROADWAY - 2018-02-01
2018-11-07,2018,Turning Movement Count,8663,LAUREL ST AND W 6TH AV,ENG - TDM - TURNING MOVEMENT COUNT - LAUREL ST & 6TH AVE - 2018-11-07
2018-08-02,2018,Turning Movement Count,8664,MCLEAN DRIVE AND E PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - MCLEAN DR & PENDER ST - 2018-08-02
2018-08-14,2018,Turning Movement Count,8665,EARLES ST AND KINGSWAY,ENG - TDM - TURNING MOVEMENT COUNT - EARLES ST & KINGSWAY - 2018-08-14
2018-01-18,2018,Turning Movement Count,8667,BIRCH ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - BIRCH ST & W BROADWAY - 2018-01-18
2018-11-14,2018,Turning Movement Count,8668,BLANCA ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BLANCA ST & 10TH AVE - 2018-11-14
2018-08-21,2018,Turning Movement Count,8669,EAST BOULEVARD AND W 41ST AV,ENG - TDM - TURNING MOVEMENT COUNT - EAST BLVD & 41ST AVE - 2018-08-21
2018-11-14,2018,Turning Movement Count,8670,BLANCA ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BLANCA ST & 4TH AVE - 2018-11-14
2018-11-14,2018,Turning Movement Count,8671,W 8TH AV AND CHANCELLOR BOULEVARD,ENG - TDM - TURNING MOVEMENT COUNT - BLANCA ST & 8TH AVE - 2018-11-14
2018-11-20,2018,Turning Movement Count,8672,BLENHEIM ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BLENHEIM ST & 10TH AVE - 2018-11-20
2018-10-16,2018,Turning Movement Count,8673,EAST BOULEVARD AND W 41ST AV,ENG - TDM - TURNING MOVEMENT COUNT - EAST BLVD & 41ST AVE - 2018-10-16
2018-04-24,2018,Turning Movement Count,8674,THURLOW ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & ROBSON ST - 2018-04-24
2018-12-13,2018,Turning Movement Count,8675,HORNBY ST AND W PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & PENDER ST - 2018-12-13
2018-08-14,2018,Turning Movement Count,8676,E KING EDWARD AV AND KINGSWAY,ENG - TDM - TURNING MOVEMENT COUNT - KINGSWAY & KING EDWARD AVE - 2018-08-14
2018-02-08,2018,Turning Movement Count,8677,Boundary Rd & 1st Ave,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & 1ST AVE - 2018-02-08
2018-10-25,2018,Turning Movement Count,8678,Boundary Rd & 1st Ave,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & 1ST AVE - 2018-10-25
2018-12-05,2018,Turning Movement Count,8679,TRIMBLE ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - TRIMBLE ST & 10TH AVE - 2018-12-05
2018-02-07,2018,Turning Movement Count,8680,BOUNDARY ROAD AND ADANAC ST,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & ADANAC ST - 2018-02-07
2018-10-24,2018,Turning Movement Count,8681,BOUNDARY ROAD AND ADANAC ST,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & ADANAC ST - 2018-10-24
2018-03-08,2018,Turning Movement Count,8682,Marine Dr & 41st Ave,ENG - TDM - TURNING MOVEMENT COUNT - MARINE DR & 41ST AVE - 2018-03-08
2018-12-13,2018,Turning Movement Count,8683,ROBSON ST AND HORNBY ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & ROBSON ST - 2018-12-13
2018-10-17,2018,Turning Movement Count,8684,LARCH ST AND W 41ST AV,ENG - TDM - TURNING MOVEMENT COUNT - LARCH ST & 41ST AVE - 2018-10-17
2018-12-12,2018,Turning Movement Count,8685,HORNBY ST AND SMITHE ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & SMITHE ST - 2018-12-12
2018-08-09,2018,Turning Movement Count,8686,W CORDOVA ST AND HOWE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & CORDOVA ST - 2018-08-09
2018-01-09,2018,Turning Movement Count,8687,W BROADWAY AND MAPLE ST,ENG - TDM - TURNING MOVEMENT COUNT - MAPLE ST & BROADWAY - 2018-01-09
2018-02-08,2018,Turning Movement Count,8688,E HASTINGS ST AND BOUNDARY ROAD,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & HASTINGS ST - 2018-02-08
2018-10-25,2018,Turning Movement Count,8689,E HASTINGS ST AND BOUNDARY ROAD,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & HASTINGS ST - 2018-10-25
2018-11-28,2018,Turning Movement Count,8690,HOWE ST AND DAVIE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & DAVIE ST - 2018-11-28
2018-12-13,2018,Turning Movement Count,8691,HOWE ST AND DAVIE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & DAVIE ST - 2018-12-13
2018-08-22,2018,Turning Movement Count,8692,BOUNDARY ROAD AND MOSCROP ST,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & KITCHENER ST - 2018-08-22
2018-02-08,2018,Turning Movement Count,8693,BOUNDARY ROAD AND E PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & PENDER ST - 2018-02-08
2018-10-25,2018,Turning Movement Count,8694,BOUNDARY ROAD AND E PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & PENDER ST - 2018-10-25
2018-10-23,2018,Turning Movement Count,8696,W 41ST AV AND MAPLE ST,ENG - TDM - TURNING MOVEMENT COUNT - MAPLE ST & 41ST AVE - 2018-10-23
2018-08-21,2018,Turning Movement Count,8697,VANNESS AV AND BOUNDARY ROAD,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & VANNESS AVE - 2018-08-21
2018-08-14,2018,Turning Movement Count,8698,FIR ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - FIR ST & 4TH AVE - 2018-08-14
2018-11-28,2018,Turning Movement Count,8699,DRAKE ST AND SEYMOUR ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & DRAKE ST - 2018-11-28
2018-12-04,2018,Turning Movement Count,8700,HARO ST AND BROUGHTON ST,ENG - TDM - TURNING MOVEMENT COUNT - BROUGHTON ST & HARO ST - 2018-12-04
2018-05-02,2018,Turning Movement Count,8701,DRAKE ST AND SEYMOUR ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & DRAKE ST - 2018-05-02
2018-01-11,2018,Turning Movement Count,8702,W BROADWAY AND FIR ST,ENG - TDM - TURNING MOVEMENT COUNT - FIR ST & W BROADWAY - 2018-01-11
2018-01-27,2018,Turning Movement Count,8703,W BROADWAY AND FIR ST,ENG - TDM - TURNING MOVEMENT COUNT - FIR ST & W BROADWAY - 2018-01-27
2018-01-23,2018,Turning Movement Count,8704,BURRARD ST AND W 12TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & 12TH AVE - 2018-01-23
2018-11-15,2018,Turning Movement Count,8705,Jericho Hill Centre & 4th Ave,ENG - TDM - TURNING MOVEMENT COUNT - JERICHO HILL CENTRE & 4TH AVE - 2018-11-15
2018-04-19,2018,Turning Movement Count,8706,W 1ST AV AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & 1ST AVE - 2018-04-19
2018-05-03,2018,Turning Movement Count,8707,MAINLAND ST AND DAVIE ST,ENG - TDM - TURNING MOVEMENT COUNT - MAINLAND ST & DAVIE ST - 2018-05-03
2018-01-18,2018,Turning Movement Count,8708,BURRARD ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & 4TH AVE - 2018-01-18
2018-02-14,2018,Turning Movement Count,8709,ALBERNI ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & ALBERNI ST - 2018-02-14
2018-04-18,2018,Turning Movement Count,8710,ALBERNI ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & ALBERNI ST - 2018-04-18
2018-11-06,2018,Turning Movement Count,8711,FRASER ST AND E 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - FRASER ST & 10TH AVE - 2018-11-06
2018-02-27,2018,Turning Movement Count,8712,BURRARD ST AND COMOX ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & COMOX ST - 2018-02-27
2018-04-03,2018,Turning Movement Count,8713,BURRARD ST AND COMOX ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & COMOX ST - 2018-04-03
2018-04-11,2018,Turning Movement Count,8714,W CORDOVA ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & CORDOVA ST - 2018-04-11
2018-01-13,2018,Turning Movement Count,8715,E BROADWAY AND QUEBEC ST,ENG - TDM - TURNING MOVEMENT COUNT - QUEBEC ST & BROADWAY - 2018-01-13
2018-04-10,2018,Turning Movement Count,8717,CORNWALL AV AND BURRARD BRIDGE,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & CORNWALL ST - 2018-04-10
2018-04-26,2018,Turning Movement Count,8718,QUEBEC ST AND TERMINAL AV,ENG - TDM - TURNING MOVEMENT COUNT - QUEBEC ST & TERMINAL AVE - 2018-04-26
2018-04-24,2018,Turning Movement Count,8719,W 2ND AV AND MANITOBA ST,ENG - TDM - TURNING MOVEMENT COUNT - MANITOBA ST & 2ND AVE - 2018-04-24
2018-06-20,2018,Turning Movement Count,8720,DUNSMUIR ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & DUNSMUIR ST - 2018-06-20
2018-04-18,2018,Turning Movement Count,8721,BURRARD ST AND W GEORGIA ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & GEORGIA ST - 2018-04-18
2018-06-19,2018,Turning Movement Count,8722,BURRARD ST AND W HASTINGS ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & HASTINGS ST - 2018-06-19
2018-04-11,2018,Turning Movement Count,8723,HELMCKEN ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & HELMCKEN ST - 2018-04-11
2018-04-25,2018,Turning Movement Count,8724,RUPERT ST AND E 1ST AV,ENG - TDM - TURNING MOVEMENT COUNT - RUPERT ST & 1ST AVE - 2018-04-25
2018-01-23,2018,Turning Movement Count,8725,NANAIMO ST AND FRANKLIN ST,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & FRANKLIN ST - 2018-01-23
2018-06-20,2018,Turning Movement Count,8726,BURRARD ST AND NELSON ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & NELSON ST - 2018-06-20
2018-07-25,2018,Turning Movement Count,8727,BURRARD ST AND NELSON ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & NELSON ST - 2018-07-25
2018-10-31,2018,Turning Movement Count,8728,W 10TH AV AND MAPLE ST,ENG - TDM - TURNING MOVEMENT COUNT - MAPLE ST & 10TH AVE - 2018-10-31
2018-08-21,2018,Turning Movement Count,8729,LARCH ST AND W 41ST AV,ENG - TDM - TURNING MOVEMENT COUNT - LARCH ST & 41ST AVE - 2018-08-21
2018-06-19,2018,Turning Movement Count,8730,BURRARD ST AND W PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & PENDER ST - 2018-06-19
2018-08-15,2018,Turning Movement Count,8731,BOYD DIVERSION AND E 22ND AV,ENG - TDM - TURNING MOVEMENT COUNT - RENFREW ST & 22ND AVE - 2018-08-15
2018-08-15,2018,Turning Movement Count,8732,KINGSWAY AND NANAIMO ST,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & KINGSWAY - 2018-08-15
2018-04-19,2018,Turning Movement Count,8733,SMITHE ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & SMITHE ST - 2018-04-19
2018-06-20,2018,Turning Movement Count,8734,SMITHE ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & SMITHE ST - 2018-06-20
2018-10-10,2018,Turning Movement Count,8735,NANAIMO ST AND TRIUMPH ST,ENG - TDM - TURNING MOVEMENT COUNT - NANAIMO ST & TRIUMPH ST - 2018-10-10
2018-10-23,2018,Turning Movement Count,8737,E HASTINGS ST AND WALKWAY,ENG - TDM - TURNING MOVEMENT COUNT - KOOTENAY ST & HASTINGS ST - 2018-10-23
2018-11-27,2018,Turning Movement Count,8738,W BROADWAY AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & W BROADWAY - 2018-11-27
2018-12-08,2018,Turning Movement Count,8739,E HASTINGS ST AND WALKWAY,ENG - TDM - TURNING MOVEMENT COUNT - KOOTENAY ST & HASTINGS ST - 2018-12-08
2018-08-02,2018,Turning Movement Count,8740,ETON ST AND N KASLO ST,ENG - TDM - TURNING MOVEMENT COUNT - KASLO ST & ETON ST - 2018-08-02
2018-08-22,2018,Turning Movement Count,8741,ALBERNI ST AND BUTE ST,ENG - TDM - TURNING MOVEMENT COUNT - BUTE ST & ALBERNI ST - 2018-08-22
2018-02-10,2018,Turning Movement Count,8742,SPRUCE ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - SPRUCE ST & BROADWAY - 2018-02-10
2018-10-04,2018,Turning Movement Count,8743,GLEN DRIVE AND E 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - GLEN DR & 10TH AVE - 2018-10-04
2018-12-06,2018,Turning Movement Count,8744,E BROADWAY AND GLEN DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - GLEN DR & E BROADWAY - 2018-12-06
2018-12-11,2018,Turning Movement Count,8745,E BROADWAY AND GLEN DRIVE,ENG - TDM - TURNING MOVEMENT COUNT - GLEN DR & E BROADWAY - 2018-12-11
2018-08-28,2018,Turning Movement Count,8746,W GEORGIA ST AND BUTE ST,ENG - TDM - TURNING MOVEMENT COUNT - BUTE ST & GEORGIA ST - 2018-08-28
2018-11-22,2018,Turning Movement Count,8747,W 10TH AV AND PINE ST,ENG - TDM - TURNING MOVEMENT COUNT - PINE ST & 10TH AVE - 2018-11-22
2018-08-28,2018,Turning Movement Count,8748,W HASTINGS ST AND BUTE ST,ENG - TDM - TURNING MOVEMENT COUNT - BUTE ST & HASTINGS ST - 2018-08-28
2018-11-22,2018,Turning Movement Count,8749,W 1ST AV AND PINE ST,ENG - TDM - TURNING MOVEMENT COUNT - PINE ST & 1ST AVE - 2018-11-22
2018-02-01,2018,Turning Movement Count,8750,SPRUCE ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - SPRUCE ST & BROADWAY - 2018-02-01
2018-09-19,2018,Turning Movement Count,8751,SPRUCE ST AND W 6TH AV,ENG - TDM - TURNING MOVEMENT COUNT - SPRUCE ST & 6TH AVE - 2018-09-19
2018-11-15,2018,Turning Movement Count,8752,NW Marine Dr & 4th Ave,ENG - TDM - TURNING MOVEMENT COUNT - NW MARINE DR & 4TH AVE - 2018-11-15
2018-11-28,2018,Turning Movement Count,8753,DAVIE ST AND SEYMOUR ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & DAVIE ST - 2018-11-28
2018-12-11,2018,Turning Movement Count,8754,E PENDER ST AND GORE AV,ENG - TDM - TURNING MOVEMENT COUNT - GORE AVE & PENDER ST -2018-12-11
2018-08-08,2018,Turning Movement Count,8755,CAMBIE ST AND W 16TH AV,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & 16TH AVE - 2018-08-08
2018-10-18,2018,Turning Movement Count,8756,W 17TH AV AND CAMBIE ST,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & 17TH AVE - 2018-10-18
2018-10-18,2018,Turning Movement Count,8757,CAMBIE ST AND W 18TH AV,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & 18TH AVE - 2018-10-18
2018-10-18,2018,Turning Movement Count,8758,W 19TH AV AND CAMBIE ST,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & 19TH AVE - 2018-10-18
2018-12-12,2018,Turning Movement Count,8759,GORE AV AND POWELL ST,ENG - TDM - TURNING MOVEMENT COUNT - GORE AVE & POWELL ST - 2018-12-12
2018-02-13,2018,Turning Movement Count,8760,SOPHIA ST AND E 14TH AV,ENG - TDM - TURNING MOVEMENT COUNT - SOPHIA ST & 14TH AVE - 2018-02-13
2018-08-02,2018,Turning Movement Count,8761,SLOCAN ST AND NAPIER ST,ENG - TDM - TURNING MOVEMENT COUNT - SLOCAN ST & NAPIER ST - 2018-08-02
2018-03-06,2018,Turning Movement Count,8762,W 41ST AV AND CAMBIE ST,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & 41ST AVE - 2018-03-06
2018-11-13,2018,Turning Movement Count,8763,W 16TH AV AND OAK ST,ENG - TDM - TURNING MOVEMENT COUNT - OAK ST & 16TH AVE - 2018-11-13
2018-11-21,2018,Turning Movement Count,8764,GRANVILLE ST AND W 12TH AV,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & 12TH AVE - 2018-11-21
2018-11-27,2018,Turning Movement Count,8765,GRANVILLE ST AND W 12TH AV,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & 12TH AVE - 2018-11-27
2018-11-13,2018,Turning Movement Count,8766,GRANVILLE ST AND W 16TH AV,ENG - TDM - TURNING MOVEMENT COUNT - GRANVILLE ST & 16TH AVE - 2018-11-13
2018-10-11,2018,Turning Movement Count,8767,W CORDOVA ST AND CAMBIE ST,ENG - TDM - TURNING MOVEMENT COUNT - CAMBIE ST & CORDOVA ST - 2018-10-11
