date,intersection,weather,type,AM_available,AM_scraped,MD_available,MD_scraped,PM_available,PM_scraped,AM_peak_hour,AM_north_bikes_vol,AM_north_peds_vol,AM_north_veh_vol,AM_east_bikes_vol,AM_east_peds_vol,AM_east_veh_vol,AM_south_bikes_vol,AM_south_peds_vol,AM_south_veh_vol,AM_west_bikes_vol,AM_west_peds_vol,AM_west_veh_vol,PM_peak_hour,PM_north_bikes_vol,PM_north_peds_vol,PM_north_veh_vol,PM_east_bikes_vol,PM_east_peds_vol,PM_east_veh_vol,PM_south_bikes_vol,PM_south_peds_vol,PM_south_veh_vol,PM_west_bikes_vol,PM_west_peds_vol,PM_west_veh_vol,MD_peak_hour,MD_north_bikes_vol,MD_north_peds_vol,MD_north_veh_vol,MD_east_bikes_vol,MD_east_peds_vol,MD_east_veh_vol,MD_south_bikes_vol,MD_south_peds_vol,MD_south_veh_vol,MD_west_bikes_vol,MD_west_peds_vol,MD_west_veh_vol
2016-01-13,E 33RD AV AND FRASER ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,,15,641.0,8,56,848.0,4,34,970.0,2,27,487.0,16:55 - 17:55,,1,740.0,2,133,720.0,5,63,934.0,5,5,667.0,,,,,,,,,,,,,
2016-09-14,FRASER ST AND E BROADWAY,sunny,,True,True,False,True,True,True,07:50 - 08:50,,11,57.0,4,63,841.0,9,49,588.0,4,131,727.0,16:50 - 17:50,6,34,161.0,5,71,1270.0,10,200,356.0,9,180,1494.0,,,,,,,,,,,,,
2016-09-28,FRASER ST AND E BROADWAY,sunny,,True,True,False,True,True,True,07:55 - 08:55,5,59,140.0,3,70,1535.0,3,46,548.0,3,110,739.0,16:50 - 17:50,5,105,200.0,6,126,1307.0,5,144,342.0,5,178,1293.0,,,,,,,,,,,,,
2016-11-30,KINGSWAY AND FRASER ST,rain,,True,True,False,True,True,True,07:50 - 08:50,8,25,503.0,10,29,1909.0,7,26,959.0,1,36,1032.0,16:15 - 17:15,5,38,623.0,9,44,1105.0,5,55,732.0,2,70,1780.0,,,,,,,,,,,,,
2016-09-22,VENABLES ST AND GEORGE ST,weather:,,True,True,True,True,True,True,17:00 - 18:00,,,,8,,727.0,1,15,24.0,4,,1278.0,17:00 - 18:00,,,,8,,727.0,1,15,24.0,4,,1278.0,14:30 - 15:30,,,,9,,649.0,,18,23.0,,,1253.0
2016-07-07,GLEN DRIVE AND PARKER ST,rain,,True,True,False,True,True,True,07:00 - 08:00,,,18.0,6,2,136.0,2,1,30.0,,1,31.0,16:55 - 17:55,6,4,12.0,2,1,64.0,6,2,131.0,4,,66.0,,,,,,,,,,,,,
2016-07-07,VENABLES ST AND GLEN DRIVE,rain,,True,True,False,True,True,True,07:45 - 08:45,,4,38.0,,2,1147.0,,4,22.0,,1,658.0,16:55 - 17:55,,36,23.0,1,5,728.0,1,7,37.0,,4,1595.0,,,,,,,,,,,,,
2016-10-25,E PENDER ST AND GORE AV,rain,,True,True,False,True,True,True,07:55 - 08:55,,49,71.0,1,5,42.0,12,52,188.0,6,106,124.0,16:50 - 17:50,17,76,112.0,6,63,86.0,9,239,215.0,7,310,372.0,,,,,,,,,,,,,
2016-07-07,DUNSMUIR VIADUCT AND GORE AV,cloudy,,True,True,False,True,True,True,07:55 - 08:55,1,,99.0,,41,1087.0,,,,8,3,642.0,16:50 - 17:50,1,2,256.0,1,38,795.0,,40,3.0,11,1,1388.0,,,,,,,,,,,,,
2016-06-15,GORE AV AND UNION ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,7,64,130.0,363,12,76.0,3,31,377.0,88,8,21.0,17:00 - 18:00,28,119,286.0,167,20,59.0,,40,154.0,335,38,43.0,,,,,,,,,,,,,
2016-10-05,GORE AV AND UNION ST,rain,,True,True,False,True,True,True,08:00 - 09:00,15,90,113.0,449,11,67.0,3,14,296.0,84,17,19.0,16:55 - 17:55,33,114,307.0,175,27,58.0,3,15,165.0,439,21,33.0,,,,,,,,,,,,,
2016-01-13,GRANVILLE ST AND W 33RD AV,cloudy,,True,True,False,True,True,True,07:35 - 08:35,,11,1550.0,,,,,6,2084.0,,2,,16:50 - 17:50,,,2050.0,,1,1.0,,2,1872.0,,,,,,,,,,,,,,,,
2016-01-19,GRANVILLE ST AND W 33RD AV,cloudy,,True,True,False,True,True,True,07:45 - 08:45,,5,1608.0,,,1.0,,9,2106.0,,5,,16:50 - 17:50,,4,2207.0,,,,1,10,1651.0,,2,,,,,,,,,,,,,,
2016-07-06,GRANVILLE ST AND W 33RD AV,sunny,,True,True,False,True,True,True,07:55 - 08:55,,,999.0,,1,429.0,,15,1826.0,,1,481.0,16:00 - 17:00,,2,1513.0,,2,382.0,1,14,1358.0,,2,523.0,,,,,,,,,,,,,
2016-10-04,W 41ST AV AND GRANVILLE ST,rain,,True,True,False,True,True,True,07:50 - 08:50,21,29,1485.0,2,38,827.0,,21,1913.0,1,,781.0,16:05 - 17:05,,42,2112.0,1,48,840.0,,20,1312.0,,17,708.0,,,,,,,,,,,,,
2015-12-03,W 7TH AV AND GRANVILLE ST,cloudy,,True,True,True,True,True,True,07:50 - 08:50,,30,748.0,7,38,47.0,,40,1471.0,28,12,102.0,17:00 - 18:00,,37,965.0,11,85,56.0,,78,1474.0,25,149,151.0,15:00 - 16:00,,49,765.0,7,94,58.0,7,92,1046.0,15,116,159.0
2016-11-01,DAVIE ST AND GRANVILLE ST,rain,,True,True,False,True,True,True,07:55 - 08:55,,497,289.0,11,224,328.0,,305,804.0,4,249,223.0,16:40 - 17:40,,599,516.0,9,264,427.0,2,451,546.0,2,372,355.0,,,,,,,,,,,,,
2015-12-02,DAVIE ST AND GRANVILLE ST,cloudy,,True,True,True,True,True,True,07:50 - 08:50,1,486,180.0,4,160,355.0,6,276,686.0,,238,256.0,16:45 - 17:45,4,638,371.0,4,310,415.0,6,648,482.0,1,428,278.0,15:00 - 16:00,3,572,256.0,7,240,347.0,6,365,425.0,1,471,336.0
2016-01-19,GRANVILLE ST AND DUNSMUIR ST,cloudy,,True,True,False,True,True,True,07:50 - 08:50,14,1280,101.0,411,2076,3549.0,,1,,,,,16:50 - 17:50,32,2037,117.0,142,4079,3911.0,,,,,,,,,,,,,,,,,,,
2016-01-21,W GEORGIA ST AND GRANVILLE ST,cloudy,,True,True,False,True,True,True,07:50 - 08:50,3,625,53.0,9,1289,627.0,1,1065,72.0,4,1138,1307.0,16:25 - 17:25,1,1176,112.0,2,2603,747.0,9,1649,95.0,6,1656,1302.0,,,,,,,,,,,,,
2016-04-05,HELMCKEN ST AND GRANVILLE ST,rain,,True,True,False,True,True,True,08:00 - 09:00,,112,298.0,8,215,113.0,5,142,637.0,7,180,115.0,16:55 - 17:55,7,237,434.0,6,473,164.0,1,241,455.0,7,466,169.0,,,,,,,,,,,,,
2016-10-11,W KING EDWARD AV AND GRANVILLE ST,sunny,,True,True,False,True,True,True,07:45 - 08:45,,8,1095.0,2,3,976.0,,,1863.0,3,6,991.0,16:55 - 17:55,1,5,1500.0,4,7,1001.0,,,1452.0,5,8,803.0,,,,,,,,,,,,,
2016-10-26,NELSON ST AND GRANVILLE ST,rain,,True,True,False,True,True,True,08:00 - 09:00,4,302,134.0,2,300,,7,285,441.0,28,174,1360.0,16:55 - 17:55,5,567,184.0,,830,,6,422,335.0,24,827,1433.0,,,,,,,,,,,,,
2016-02-11,GRANVILLE ST AND ROBSON ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,7,598,52.0,13,579,302.0,6,386,72.0,22,620,205.0,16:55 - 17:55,3,1433,64.0,11,1326,360.0,4,902,96.0,17,1404,278.0,,,,,,,,,,,,,
2016-11-16,GRANVILLE ST AND ROBSON ST,rain,,True,True,False,True,True,True,08:00 - 09:00,9,813,50.0,20,556,157.0,4,390,60.0,13,711,49.0,16:55 - 17:55,3,1470,65.0,10,1633,218.0,4,882,103.0,3,1542,125.0,,,,,,,,,,,,,
2016-02-16,SMITHE ST AND GRANVILLE ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,3,221,52.0,22,439,1223.0,6,273,358.0,,419,,17:00 - 18:00,9,416,69.0,20,1337,1158.0,6,517,281.0,,1055,,,,,,,,,,,,,,
2016-11-03,W 12TH AV AND OAK ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,,164,651.0,,184,881.0,1,89,1250.0,2,73,942.0,16:45 - 17:45,6,133,1016.0,3,88,1179.0,2,121,954.0,2,114,898.0,,,,,,,,,,,,,
2016-08-30,LARCH ST AND W 41ST AV,sunny,,True,True,False,True,True,True,07:35 - 08:35,1,10,119.0,6,3,1018.0,2,10,182.0,,14,453.0,16:10 - 17:10,1,17,205.0,3,19,704.0,,24,173.0,2,8,472.0,,,,,,,,,,,,,
2016-11-02,W 2ND AV AND MANITOBA ST,rain,,True,True,False,True,True,True,07:50 - 08:50,,8,102.0,,,1336.0,2,26,70.0,2,53,1260.0,16:00 - 17:00,1,42,104.0,,32,1349.0,3,35,142.0,1,46,1700.0,,,,,,,,,,,,,
2016-10-11,NATIONAL AV AND MAIN ST,sunny,,True,True,False,True,True,True,07:55 - 08:55,15,31,1200.0,6,69,200.0,99,22,1191.0,15,136,182.0,16:35 - 17:35,52,96,1402.0,17,117,233.0,19,67,925.0,25,276,220.0,,,,,,,,,,,,,
2016-10-20,OAK ST AND W 10TH AV,rain,,True,True,False,True,True,True,07:55 - 08:55,2,80,577.0,60,25,94.0,2,50,897.0,81,70,21.0,16:45 - 17:45,,64,901.0,117,42,120.0,,67,815.0,73,53,71.0,,,,,,,,,,,,,
2016-12-01,NOOTKA ST AND E BROADWAY,overcast,,True,True,False,True,True,True,07:25 - 08:25,,12,24.0,,1,2133.0,,17,30.0,,10,688.0,16:50 - 17:50,,8,24.0,,1,1963.0,,17,256.0,,9,1096.0,,,,,,,,,,,,,
2016-03-24,W BROADWAY AND MACDONALD ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,,276,418.0,,47,400.0,3,33,426.0,4,72,571.0,17:00 - 18:00,2,1227,855.0,3,138,611.0,1,173,478.0,3,519,731.0,,,,,,,,,,,,,
2016-08-10,NICOLA ST AND BURNABY ST,sunny,,True,True,False,True,True,True,07:40 - 08:40,6,21,29.0,2,42,16.0,2,21,40.0,4,29,20.0,16:05 - 17:05,4,27,37.0,11,43,30.0,1,40,28.0,6,42,29.0,,,,,,,,,,,,,
2016-06-15,PRIOR ST AND GEORGIA VIADUCT,cloudy,,True,True,False,True,True,True,07:55 - 08:55,9,8,635.0,8,81,56.0,56,,1318.0,2,45,637.0,16:55 - 17:55,17,31,860.0,9,271,71.0,25,,1067.0,2,103,711.0,,,,,,,,,,,,,
2016-11-02,JERVIS ST AND PACIFIC ST,rain,,True,True,False,True,True,True,07:55 - 08:55,22,22,70.0,4,15,220.0,5,10,210.0,1,16,636.0,16:55 - 17:55,11,13,34.0,,9,413.0,9,12,297.0,16,18,474.0,,,,,,,,,,,,,
2016-06-14,MAIN ST AND TERMINAL AV,rain,,True,True,False,True,True,True,08:00 - 09:00,3,224,1259.0,5,188,1601.0,50,50,1303.0,2,200,799.0,16:45 - 17:45,31,328,1433.0,3,241,1510.0,10,99,1139.0,3,292,817.0,,,,,,,,,,,,,
2016-11-03,HELMCKEN ST AND RICHARDS ST,cloudy,,True,True,False,True,True,True,07:55 - 08:55,8,104,420.0,6,168,63.0,,53,,5,24,55.0,16:55 - 17:55,21,213,882.0,6,188,128.0,,212,,11,201,143.0,,,,,,,,,,,,,
2016-06-14,MAIN ST AND UNION ST,rain,,True,True,False,True,True,True,08:00 - 09:00,3,84,461.0,345,127,186.0,53,9,1229.0,42,22,,16:40 - 17:40,16,56,592.0,84,82,184.0,20,21,944.0,297,153,2.0,,,,,,,,,,,,,
2016-11-08,RICHARDS ST AND NELSON ST,cloudy,,True,True,False,True,True,True,07:35 - 08:35,4,184,532.0,,117,,,159,,23,168,1271.0,16:45 - 17:45,23,358,1179.0,2,251,,,353,,31,334,1344.0,,,,,,,,,,,,,
2015-12-01,HOWE ST AND DRAKE ST,cloudy,,True,True,True,True,True,True,07:35 - 08:35,,98,823.0,7,41,277.0,1,151,,6,74,248.0,16:35 - 17:35,,111,1344.0,6,43,310.0,,206,,6,99,309.0,15:00 - 16:00,2,159,1188.0,5,62,270.0,,163,,3,73,222.0
2016-11-15,QUEBEC ST AND UNION ST,rain,,True,True,False,True,True,True,08:00 - 09:00,10,35,64.0,129,47,12.0,71,6,392.0,,7,,16:55 - 17:55,36,47,220.0,107,58,8.0,65,7,300.0,8,6,1.0,,,,,,,,,,,,,
2016-06-01,QUEBEC ST AND NATIONAL AV,rain,,True,True,False,True,True,True,08:00 - 09:00,8,28,816.0,28,51,220.0,75,34,1007.0,38,5,1.0,16:55 - 17:55,9,30,1142.0,5,40,309.0,33,30,919.0,32,21,4.0,,,,,,,,,,,,,
2016-10-04,GRANDVIEW HIGHWAY AND RUPERT ST,rain,,True,True,False,True,True,True,07:50 - 08:50,1,22,664.0,1,71,1640.0,6,22,835.0,,32,1514.0,16:35 - 17:35,,38,931.0,,37,1720.0,2,10,779.0,,46,1411.0,,,,,,,,,,,,,
2016-12-13,GRANDVIEW HIGHWAY AND RUPERT ST,weather:,,True,True,False,True,True,True,07:35 - 08:35,,,393.0,,39,1567.0,2,9,705.0,,7,913.0,17:00 - 18:00,1,,753.0,,49,1771.0,3,17,791.0,,13,999.0,,,,,,,,,,,,,
2016-06-14,PRIOR ST AND GEORGIA VIADUCT,rain,,True,True,False,True,True,True,07:55 - 08:55,5,19,636.0,7,120,62.0,53,1,1759.0,2,114,914.0,17:00 - 18:00,65,45,920.0,6,230,53.0,23,2,1414.0,1,229,1398.0,,,,,,,,,,,,,
2016-09-27,DAVIE ST AND JERVIS ST,sunny,,True,True,False,True,True,True,08:00 - 09:00,4,64,68.0,1,114,292.0,14,101,67.0,5,23,405.0,16:50 - 17:50,19,248,57.0,16,219,452.0,,303,110.0,5,83,294.0,,,,,,,,,,,,,
2016-06-14,PRINCESS AV AND PRIOR ST,rain,,True,True,False,True,True,True,07:55 - 08:55,1,1,57.0,4,10,1070.0,1,10,7.0,1,14,774.0,16:35 - 17:35,,2,88.0,,10,709.0,1,12,11.0,1,9,1656.0,,,,,,,,,,,,,
2016-06-02,PRIOR ST AND GEORGIA VIADUCT,rain,,True,True,False,True,True,True,08:00 - 09:00,17,12,646.0,6,96,61.0,89,,1097.0,,46,626.0,16:00 - 17:00,58,14,832.0,9,156,42.0,19,,1024.0,2,122,731.0,,,,,,,,,,,,,
2016-10-11,MANITOBA ST AND W BROADWAY,sunny,,True,True,False,True,True,True,07:55 - 08:55,,68,69.0,9,34,1631.0,15,57,70.0,4,83,702.0,16:45 - 17:45,26,120,159.0,10,57,1113.0,11,185,106.0,12,109,1191.0,,,,,,,,,,,,,
2016-11-22,GRANDVIEW HWY SOUTH AND NANAIMO ST,rain,,True,True,False,True,True,True,07:30 - 08:30,14,,564.0,,5,1226.0,,2,1416.0,1,,1480.0,16:10 - 17:10,2,1,670.0,,3,1411.0,3,3,1454.0,,1,1246.0,,,,,,,,,,,,,
2016-11-02,SMITHE ST AND HOWE ST,rain,,True,True,False,True,True,True,07:40 - 08:40,5,232,788.0,5,401,1085.0,,128,,,143,,16:50 - 17:50,4,253,1295.0,12,485,1049.0,,297,,2,143,,,,,,,,,,,,,,
2016-04-12,MACDONALD ST AND W KING EDWARD AV,rain,,True,True,False,True,True,True,08:00 - 09:00,2,8,549.0,8,1,596.0,3,25,545.0,8,16,1011.0,16:45 - 17:45,1,21,573.0,4,,687.0,,13,348.0,2,9,763.0,,,,,,,,,,,,,
2016-11-03,THURLOW ST AND ALBERNI ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,8,351,751.0,2,617,306.0,,260,1.0,6,741,413.0,16:35 - 17:35,21,478,980.0,7,635,386.0,,597,,14,1099,305.0,,,,,,,,,,,,,
2015-12-02,HOWE ST AND DAVIE ST,cloudy,,True,True,True,True,True,True,07:55 - 08:55,1,951,1155.0,7,588,571.0,,651,,3,146,563.0,16:45 - 17:45,1,1443,2101.0,5,707,629.0,,790,1.0,8,304,715.0,15:00 - 16:00,3,1115,1606.0,6,598,532.0,,646,,4,224,554.0
2016-11-22,HORNBY ST AND SMITHE ST,rain,,True,True,False,True,True,True,08:00 - 09:00,10,281,2.0,13,325,1235.0,95,282,790.0,2,232,,16:05 - 17:05,44,266,,16,340,1449.0,9,474,768.0,1,352,2.0,,,,,,,,,,,,,
2016-07-07,COMOX ST AND THURLOW ST,rain,,True,True,False,True,True,True,07:55 - 08:55,,60,328.0,12,16,55.0,2,89,1.0,28,155,17.0,16:55 - 17:55,6,71,578.0,26,82,57.0,2,108,,26,306,57.0,,,,,,,,,,,,,
2016-02-10,THURLOW ST AND W CORDOVA ST,cloudy,,True,True,False,True,True,True,07:50 - 08:50,,90,59.0,6,181,300.0,1,138,96.0,17,85,267.0,17:00 - 18:00,1,156,93.0,11,208,402.0,5,216,172.0,1,430,273.0,,,,,,,,,,,,,
2016-09-28,THURLOW ST AND DAVIE ST,sunny,,True,True,False,True,True,True,07:55 - 08:55,7,231,457.0,2,220,332.0,,287,,5,162,504.0,16:10 - 17:10,9,708,604.0,16,296,512.0,,430,,15,405,435.0,,,,,,,,,,,,,
2016-11-10,THURLOW ST AND DAVIE ST,sunny,,True,True,False,True,True,True,08:00 - 09:00,4,269,448.0,3,208,346.0,,254,,7,194,456.0,17:00 - 18:00,12,538,711.0,20,221,592.0,2,711,,14,365,376.0,,,,,,,,,,,,,
2016-12-13,RICHARDS ST AND ROBSON ST,weather:,,True,True,False,True,True,True,07:45 - 08:45,3,217,551.0,3,141,124.0,,323,,3,186,125.0,16:55 - 17:55,6,536,1248.0,2,178,151.0,,896,,11,368,234.0,,,,,,,,,,,,,
2016-06-15,SCOTIA ST AND E 2ND AV,cloudy,,True,True,False,True,True,True,08:00 - 09:00,,36,25.0,33,2,1064.0,5,15,70.0,1,1,1076.0,16:45 - 17:45,17,52,48.0,16,8,901.0,3,52,54.0,9,14,1529.0,,,,,,,,,,,,,
2016-09-20,HOWE ST AND ROBSON ST,sunny,,True,True,False,True,True,True,07:25 - 08:25,1,481,765.0,10,268,66.0,,297,,24,122,,16:15 - 17:15,5,1823,1170.0,7,682,141.0,,1552,,10,225,,,,,,,,,,,,,,
2016-02-18,THURLOW ST AND MELVILLE ST,cloudy,,True,True,False,True,True,True,07:50 - 08:50,4,503,459.0,39,607,984.0,1,751,,,279,,16:40 - 17:40,4,494,773.0,36,557,1219.0,2,746,1.0,,457,,,,,,,,,,,,,,
2016-04-28,PRINCESS AV AND PRIOR ST,sunny,,True,True,False,True,True,True,07:55 - 08:55,2,4,57.0,1,8,1091.0,,6,5.0,,2,821.0,16:20 - 17:20,3,7,87.0,1,15,753.0,5,8,3.0,,5,1583.0,,,,,,,,,,,,,
2016-11-09,NELSON ST AND THURLOW ST,rain,,True,True,False,True,True,True,07:40 - 08:40,4,128,1136.0,,159,,1,206,,15,225,557.0,17:00 - 18:00,6,169,1386.0,,113,,,270,,6,382,402.0,,,,,,,,,,,,,
2016-11-23,DAVIE ST AND SEYMOUR ST,rain,,True,True,True,True,True,True,08:00 - 09:00,,,,4,106,349.0,5,255,1683.0,8,117,197.0,16:35 - 17:35,,750,1.0,14,169,485.0,3,459,1329.0,8,165,311.0,11:05 - 12:05,,334,,8,92,421.0,3,229,835.0,6,100,287.0
2016-06-23,HOWE ST AND ROBSON ST,rain,,True,True,True,True,True,True,08:00 - 09:00,3,301,755.0,6,481,250.0,,341,,23,226,286.0,17:00 - 18:00,4,2168,1272.0,14,1143,337.0,,562,,24,1402,315.0,11:50 - 12:50,5,409,906.0,10,937,279.0,1,882,1.0,5,380,242.0
2016-08-25,E 41ST AV AND KNIGHT ST,sunny,,True,True,False,True,True,True,07:30 - 08:30,,,1189.0,,,1256.0,3,26,1762.0,2,17,973.0,16:25 - 17:25,,,1270.0,1,4,922.0,2,29,1552.0,4,52,1790.0,,,,,,,,,,,,,
2016-10-20,ROBSON ST AND HORNBY ST,rain,,True,True,False,True,True,True,07:55 - 08:55,9,316,,4,92,,166,584,1101.0,9,96,88.0,16:50 - 17:50,59,915,,1,94,,91,1886,1392.0,5,236,72.0,,,,,,,,,,,,,
2016-06-23,ROBSON ST AND HORNBY ST,rain,,True,True,True,True,True,True,07:55 - 08:55,2,225,,3,118,130.0,112,675,2088.0,20,451,432.0,16:55 - 17:55,61,384,,6,223,139.0,44,1866,2543.0,15,731,580.0,11:05 - 12:05,9,1046,,8,556,173.0,13,352,950.0,3,128,284.0
2016-04-06,THURLOW ST AND W PENDER ST,sunny,,True,True,False,True,True,True,08:00 - 09:00,13,694,328.0,5,489,149.0,8,1111,321.0,31,1226,1926.0,16:50 - 17:50,1,83,149.0,15,321,464.0,33,1373,514.0,37,1073,725.0,,,,,,,,,,,,,
2015-11-05,THURLOW ST AND ROBSON ST,cloudy,,True,True,False,True,True,True,07:50 - 08:50,,458,887.0,1,630,356.0,,288,,10,322,340.0,16:35 - 17:35,6,2282,1249.0,9,750,602.0,,1244,,3,515,411.0,,,,,,,,,,,,,
2016-11-01,HORNBY ST AND W PENDER ST,rain,,True,True,True,True,True,True,07:55 - 08:55,28,217,11.0,18,384,362.0,100,749,362.0,37,279,585.0,16:55 - 17:55,72,256,3.0,15,319,376.0,32,470,650.0,72,153,617.0,09:00 - 10:00,,4,,,,3.0,,,,,,
2016-09-29,ADANAC ST AND MCLEAN DRIVE,sunny,,True,True,False,True,True,True,07:45 - 08:45,29,10,51.0,292,3,8.0,129,20,45.0,51,12,20.0,16:55 - 17:55,34,15,69.0,55,5,1.0,31,29,34.0,418,31,84.0,,,,,,,,,,,,,
2016-09-21,HORNBY ST AND NELSON ST,sunny,,True,True,False,True,True,True,07:40 - 08:40,42,252,,,228,,275,282,908.0,53,252,1508.0,17:00 - 18:00,216,392,,1,393,,102,369,875.0,17,388,1593.0,,,,,,,,,,,,,
2016-12-01,HORNBY ST AND W HASTINGS ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,2,131,,7,24,475.0,53,913,298.0,19,577,819.0,16:55 - 17:55,2,,,4,27,877.0,15,695,376.0,24,501,959.0,,,,,,,,,,,,,
2016-02-25,HORNBY ST AND W GEORGIA ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,32,1148,4.0,11,1011,1336.0,176,1101,1015.0,11,344,1331.0,16:40 - 17:40,98,1666,1.0,6,1130,1596.0,122,1488,948.0,12,434,1175.0,,,,,,,,,,,,,
2015-11-03,HORNBY ST AND DUNSMUIR ST,cloudy,,True,True,False,True,True,True,07:55 - 08:55,10,416,,170,434,921.0,144,625,737.0,2,372,,16:40 - 17:40,133,366,1.0,71,354,1045.0,63,838,629.0,3,404,,,,,,,,,,,,,,
2016-11-02,HORNBY ST AND DUNSMUIR ST,rain,,True,True,False,True,True,True,08:00 - 09:00,26,752,,134,349,938.0,114,647,738.0,3,343,13.0,16:35 - 17:35,85,689,2.0,42,336,972.0,63,990,761.0,4,314,1.0,,,,,,,,,,,,,
2016-10-27,DRAKE ST AND HORNBY ST,rain,,True,True,False,True,True,True,08:00 - 09:00,1,55,,2,34,140.0,87,222,619.0,19,54,75.0,16:00 - 17:00,31,49,,3,114,182.0,12,78,538.0,3,56,125.0,,,,,,,,,,,,,
2016-10-12,ROBSON ST AND HORNBY ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,48,721,1.0,9,173,,222,451,1138.0,39,312,135.0,16:35 - 17:35,151,2371,2.0,1,101,,44,1128,1082.0,24,590,112.0,,,,,,,,,,,,,
2016-09-15,HORNBY ST AND DAVIE ST,sunny,,True,True,False,True,True,True,07:50 - 08:50,5,224,,13,191,429.0,309,204,681.0,7,32,509.0,16:50 - 17:50,167,368,,19,192,396.0,110,532,705.0,12,115,507.0,,,,,,,,,,,,,
2016-07-06,HOWE ST AND PACIFIC ST,sunny,,True,True,False,True,True,True,08:00 - 09:00,2,24,35.0,25,10,1056.0,,27,134.0,102,61,652.0,16:50 - 17:50,,39,128.0,67,24,1363.0,3,53,148.0,54,223,1198.0,,,,,,,,,,,,,
2016-09-15,LAUREL ST AND W BROADWAY,sunny,,True,True,False,True,True,True,08:00 - 09:00,1,280,97.0,6,218,1122.0,10,105,68.0,3,101,824.0,16:05 - 17:05,2,348,156.0,10,231,994.0,17,302,121.0,4,146,1012.0,,,,,,,,,,,,,
2016-07-27,KNIGHT ST AND KINGSWAY,sunny,,True,True,False,True,True,True,07:55 - 08:55,2,45,2278.0,17,35,3342.0,5,76,1878.0,7,30,1177.0,16:55 - 17:55,7,102,2653.0,24,159,2628.0,4,320,1897.0,14,129,2556.0,,,,,,,,,,,,,
2016-09-15,ALEXANDER ST AND MAIN ST,sunny,,True,True,False,True,True,True,07:55 - 08:55,18,113,150.0,69,41,164.0,15,47,492.0,34,28,87.0,16:50 - 17:50,39,113,464.0,55,96,176.0,14,79,313.0,60,62,142.0,,,,,,,,,,,,,
2016-02-09,DUNSMUIR ST AND SEYMOUR ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,,407,,186,381,971.0,3,1028,1621.0,30,695,,16:40 - 17:40,,720,,85,391,848.0,13,1358,1366.0,187,1145,1.0,,,,,,,,,,,,,
2016-10-27,SMITHE ST AND HOMER ST,rain,,True,True,False,True,True,True,08:00 - 09:00,1,110,53.0,20,6,848.0,5,140,328.0,2,224,,16:50 - 17:50,1,327,113.0,16,314,1439.0,6,319,491.0,,329,,,,,,,,,,,,,,
2016-04-05,E KING EDWARD AV AND KNIGHT ST,rain,,True,True,False,True,True,True,08:00 - 09:00,,57,942.0,5,26,705.0,3,26,1462.0,,39,617.0,16:15 - 17:15,2,115,1525.0,1,51,576.0,,39,1258.0,5,44,782.0,,,,,,,,,,,,,
2016-07-07,VENABLES ST AND VERNON DRIVE,cloudy,,True,True,False,True,True,True,07:35 - 08:35,1,5,60.0,1,,947.0,2,5,39.0,2,4,690.0,16:00 - 17:00,3,10,36.0,4,,593.0,,,16.0,4,1,1400.0,,,,,,,,,,,,,
2016-06-02,E 1ST AV AND MAIN ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,12,50,1341.0,171,151,48.0,53,28,1348.0,72,100,55.0,17:00 - 18:00,46,68,1507.0,119,144,47.0,31,54,1183.0,145,162,99.0,,,,,,,,,,,,,
2015-12-02,NELSON ST AND HOWE ST,cloudy,,True,True,True,True,True,True,07:55 - 08:55,4,223,898.0,1,137,,,324,,32,254,1203.0,16:35 - 17:35,3,392,1549.0,5,294,,1,387,,13,237,1542.0,15:00 - 16:00,5,287,1137.0,1,167,,,286,1.0,19,169,1359.0
2016-10-05,VICTORIA DRIVE AND E 34TH AV,rain,,True,True,False,True,True,True,08:00 - 09:00,,2,666.0,,27,113.0,4,16,918.0,,41,13.0,16:45 - 17:45,1,19,891.0,2,39,39.0,5,43,816.0,2,48,57.0,,,,,,,,,,,,,
2016-09-13,VICTORIA DRIVE AND ADANAC ST,sunny,,True,True,False,True,True,True,07:50 - 08:50,18,4,275.0,240,3,31.0,53,19,370.0,35,38,3.0,16:40 - 17:40,10,,317.0,68,18,15.0,31,13,549.0,209,51,25.0,,,,,,,,,,,,,
2016-10-13,VICTORIA DRIVE AND ADANAC ST,rain,,True,True,False,True,True,True,07:45 - 08:45,9,4,237.0,101,7,31.0,25,1,341.0,14,8,10.0,16:55 - 17:55,6,2,326.0,20,22,11.0,11,11,465.0,80,27,19.0,,,,,,,,,,,,,
2016-11-03,SEYMOUR ST AND W HASTINGS ST,cloudy,,True,True,False,True,True,True,07:10 - 08:10,,232,,5,222,466.0,8,109,404.0,6,297,280.0,17:00 - 18:00,,698,,4,788,355.0,3,420,382.0,11,681,872.0,,,,,,,,,,,,,
