date,intersection,weather,type,AM_available,AM_scraped,MD_available,MD_scraped,PM_available,PM_scraped,AM_peak_hour,AM_north_bikes_vol,AM_north_peds_vol,AM_north_veh_vol,AM_east_bikes_vol,AM_east_peds_vol,AM_east_veh_vol,AM_south_bikes_vol,AM_south_peds_vol,AM_south_veh_vol,AM_west_bikes_vol,AM_west_peds_vol,AM_west_veh_vol,PM_peak_hour,PM_north_bikes_vol,PM_north_peds_vol,PM_north_veh_vol,PM_east_bikes_vol,PM_east_peds_vol,PM_east_veh_vol,PM_south_bikes_vol,PM_south_peds_vol,PM_south_veh_vol,PM_west_bikes_vol,PM_west_peds_vol,PM_west_veh_vol,MD_peak_hour,MD_north_bikes_vol,MD_north_peds_vol,MD_north_veh_vol,MD_east_bikes_vol,MD_east_peds_vol,MD_east_veh_vol,MD_south_bikes_vol,MD_south_peds_vol,MD_south_veh_vol,MD_west_bikes_vol,MD_west_peds_vol,MD_west_veh_vol
2018-06-19,BURRARD ST AND W PENDER ST,sunny,,True,True,False,True,True,True,07:45 - 08:45,20,625,484.0,19,415,224.0,10,533,335.0,19,1248,711.0,17:00 - 18:00,76,524,423.0,23,584,447.0,18,516,429.0,64,1307,546.0,,,,,,,,,,,,,
2018-08-15,BOYD DIVERSION AND E 22ND AV,partly cloudy,,True,True,False,True,True,True,07:45 - 08:45,3,11,370.0,17,29,732.0,7,32,559.0,5,19,560.0,17:00 - 18:00,1,31,890.0,7,32,804.0,5,66,358.0,6,15,727.0,,,,,,,,,,,,,
2018-08-15,KINGSWAY AND NANAIMO ST,partly cloudy,,True,True,False,True,True,True,07:55 - 08:55,,51,902.0,2,108,1937.0,,12,519.0,3,11,897.0,16:40 - 17:40,3,95,1171.0,7,121,1285.0,,6,496.0,2,29,1916.0,,,,,,,,,,,,,
2018-04-19,SMITHE ST AND BURRARD ST,"sunny, partly cloudy",,True,True,False,True,True,True,07:35 - 08:35,9,234,588.0,6,315,713.0,32,200,814.0,4,533,26.0,16:55 - 17:55,57,430,1176.0,27,898,945.0,5,648,761.0,7,862,74.0,,,,,,,,,,,,,
2018-06-20,SMITHE ST AND BURRARD ST,partly cloudy,,True,True,False,True,True,True,07:50 - 08:50,13,269,575.0,10,562,864.0,50,341,1129.0,8,748,41.0,16:50 - 17:50,103,403,1064.0,20,501,934.0,15,501,666.0,5,879,52.0,,,,,,,,,,,,,
2018-10-10,NANAIMO ST AND TRIUMPH ST,partly cloudy,,True,True,True,True,False,True,08:00 - 09:00,3,,847.0,,40,51.0,1,1,672.0,,32,31.0,,,,,,,,,,,,,,09:00 - 10:00,2,,507.0,,29,25.0,1,,583.0,,13,30.0
2018-10-23,E HASTINGS ST AND WALKWAY,cloudy,,True,True,False,True,True,True,07:05 - 08:05,3,63,59.0,,87,1878.0,,50,94.0,,16,592.0,16:00 - 17:00,,91,34.0,3,96,981.0,3,62,58.0,1,36,1673.0,,,,,,,,,,,,,
2018-11-27,W BROADWAY AND BURRARD ST,rain,,True,True,False,True,True,True,08:00 - 09:00,,84,746.0,2,26,721.0,7,43,1017.0,,3,1049.0,17:00 - 18:00,3,80,1280.0,2,132,1014.0,,33,724.0,,3,813.0,,,,,,,,,,,,,
2018-02-08,E HASTINGS ST AND WALKWAY,"rain, cloudy",,True,True,False,True,True,True,07:15 - 08:15,1,96,85.0,1,70,2788.0,1,32,72.0,1,22,634.0,16:25 - 17:25,,157,52.0,3,100,1374.0,1,78,58.0,1,27,1743.0,,,,,,,,,,,,,
2018-08-02,ETON ST AND N KASLO ST,partly cloudy,,True,True,False,True,True,True,07:40 - 08:40,5,8,7.0,1,15,16.0,3,3,5.0,,1,17.0,16:20 - 17:20,7,7,17.0,1,8,31.0,7,5,8.0,,6,22.0,,,,,,,,,,,,,
2018-08-22,ALBERNI ST AND BUTE ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,4,103,306.0,,142,4.0,42,234,125.0,32,248,799.0,17:00 - 18:00,25,108,218.0,13,581,429.0,24,337,232.0,15,426,361.0,,,,,,,,,,,,,
2018-02-10,SPRUCE ST AND W BROADWAY,sunny,,True,True,True,True,False,True,13:50 - 14:50,1,172,39.0,3,68,1015.0,6,116,42.0,2,80,900.0,,,,,,,,,,,,,,13:50 - 14:50,1,172,39.0,3,68,1015.0,6,116,42.0,2,80,900.0
2018-10-04,GLEN DRIVE AND E 10TH AV,partly cloudy,,True,True,False,True,True,True,07:50 - 08:50,10,37,32.0,120,57,15.0,35,10,181.0,119,19,14.0,16:45 - 17:45,47,37,77.0,129,27,9.0,10,15,53.0,141,29,14.0,,,,,,,,,,,,,
2018-12-06,E BROADWAY AND GLEN DRIVE,partly cloudy,,True,True,False,True,True,True,07:50 - 08:50,,34,92.0,2,100,1533.0,26,34,162.0,1,18,825.0,16:50 - 17:50,15,40,190.0,2,51,1446.0,1,27,57.0,3,35,1101.0,,,,,,,,,,,,,
2018-12-11,E BROADWAY AND GLEN DRIVE,"rain, cloudy",,True,True,False,True,True,True,08:00 - 09:00,1,4,70.0,3,105,1426.0,34,46,182.0,2,18,910.0,16:55 - 17:55,8,37,221.0,2,15,1447.0,2,19,56.0,3,35,1226.0,,,,,,,,,,,,,
2018-08-28,W GEORGIA ST AND BUTE ST,partly cloudy,,True,True,False,True,True,True,07:25 - 08:25,6,234,199.0,1,243,721.0,28,67,188.0,7,209,1608.0,16:15 - 17:15,22,355,268.0,11,294,1102.0,19,137,276.0,13,388,1039.0,,,,,,,,,,,,,
2018-11-22,W 10TH AV AND PINE ST,"rain, cloudy",,True,True,True,True,True,True,08:00 - 09:00,59,,2.0,69,,,95,,4.0,54,,,16:55 - 17:55,12,19,142.0,53,10,57.0,6,17,62.0,33,7,9.0,15:00 - 16:00,5,13,87.0,28,28,51.0,1,12,62.0,30,17,8.0
2018-08-28,W HASTINGS ST AND BUTE ST,partly cloudy,,True,True,False,True,True,True,07:55 - 08:55,8,212,109.0,2,349,236.0,11,80,298.0,57,162,267.0,17:00 - 18:00,6,230,144.0,38,400,391.0,27,154,278.0,24,444,289.0,,,,,,,,,,,,,
2018-11-22,W 1ST AV AND PINE ST,"rain, cloudy",,True,True,True,True,True,True,08:00 - 09:00,,73,,32,8,174.0,9,55,59.0,36,2,211.0,16:40 - 17:40,,38,,32,6,196.0,15,86,93.0,30,3,236.0,15:00 - 16:00,,49,,11,18,177.0,4,46,73.0,13,2,227.0
2018-02-01,SPRUCE ST AND W BROADWAY,rain,,True,True,True,True,True,True,18:00 - 19:00,,89,50.0,,38,1052.0,1,99,79.0,2,54,806.0,18:00 - 19:00,,89,50.0,,38,1052.0,1,99,79.0,2,54,806.0,12:00 - 13:00,,177,76.0,2,54,1016.0,1,140,46.0,,103,805.0
2018-09-19,SPRUCE ST AND W 6TH AV,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,,,,,,1252.0,,9,6.0,,,1014.0,16:00 - 17:00,,,,1,,1208.0,,16,7.0,1,,1189.0,,,,,,,,,,,,,
2018-11-15,NW Marine Dr & 4th Ave,cloudy,,True,True,False,True,True,True,07:55 - 08:55,1,,96.0,8,1,1082.0,,3,,5,6,412.0,16:35 - 17:35,2,2,120.0,1,,614.0,,2,,3,6,949.0,,,,,,,,,,,,,
2018-11-28,DAVIE ST AND SEYMOUR ST,"light rain, cloudy",,True,True,False,True,True,True,08:00 - 09:00,1,358,,11,141,337.0,1,186,1733.0,4,99,236.0,17:00 - 18:00,1,466,,12,166,463.0,2,361,1313.0,10,115,372.0,,,,,,,,,,,,,
2018-12-11,E PENDER ST AND GORE AV,"rainy, cloudy",,True,True,False,True,True,True,08:00 - 09:00,,41,146.0,4,25,142.0,7,72,175.0,2,34,146.0,16:05 - 17:05,8,101,169.0,9,77,93.0,1,82,183.0,4,145,306.0,,,,,,,,,,,,,
2018-08-08,CAMBIE ST AND W 16TH AV,partly cloudy,,True,True,False,True,True,True,07:50 - 08:50,2,21,700.0,3,16,485.0,11,37,1307.0,6,43,355.0,16:00 - 17:00,1,46,1249.0,1,25,317.0,9,23,974.0,2,157,534.0,,,,,,,,,,,,,
2018-10-18,W 17TH AV AND CAMBIE ST,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,1,35,972.0,26,29,51.0,5,13,1033.0,7,15,8.0,16:00 - 17:00,2,20,883.0,7,84,41.0,6,30,760.0,7,64,18.0,,,,,,,,,,,,,
2018-10-18,CAMBIE ST AND W 18TH AV,cloudy,,True,True,False,True,True,True,07:50 - 08:50,1,31,990.0,24,34,51.0,3,25,1127.0,7,30,36.0,16:00 - 17:00,3,64,950.0,8,126,39.0,4,68,779.0,11,67,69.0,,,,,,,,,,,,,
2018-10-18,W 19TH AV AND CAMBIE ST,cloudy,,True,True,False,True,True,True,07:30 - 08:30,1,50,996.0,4,20,32.0,2,9,1104.0,2,34,30.0,16:00 - 17:00,4,88,908.0,,14,10.0,1,3,631.0,11,93,64.0,,,,,,,,,,,,,
2018-12-12,GORE AV AND POWELL ST,cloudy,,True,True,False,True,True,True,07:55 - 08:55,2,42,85.0,3,34,1510.0,5,17,138.0,1,16,,16:25 - 17:25,6,79,143.0,7,128,1052.0,7,108,89.0,3,56,,,,,,,,,,,,,,
2018-02-13,SOPHIA ST AND E 14TH AV,partly cloudy,,True,True,False,True,True,True,07:50 - 08:50,2,36,27.0,11,10,47.0,19,21,99.0,4,27,49.0,16:45 - 17:45,12,39,57.0,3,8,28.0,7,28,105.0,12,31,77.0,,,,,,,,,,,,,
2018-08-02,SLOCAN ST AND NAPIER ST,partly cloudy,,True,True,False,True,True,True,07:40 - 08:40,24,2,22.0,1,9,10.0,13,2,12.0,1,11,10.0,16:50 - 17:50,19,5,33.0,2,17,13.0,15,7,23.0,1,16,26.0,,,,,,,,,,,,,
2018-03-06,W 41ST AV AND CAMBIE ST,sunny,,True,True,False,True,True,True,08:00 - 09:00,4,117,1198.0,4,118,1812.0,9,242,1410.0,,717,1016.0,16:00 - 17:00,2,126,1709.0,2,184,1075.0,12,341,1321.0,1,725,1444.0,,,,,,,,,,,,,
2018-11-13,W 16TH AV AND OAK ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,,77,720.0,4,68,410.0,3,35,1194.0,1,46,323.0,17:00 - 18:00,1,32,1230.0,,49,297.0,,48,827.0,,61,477.0,,,,,,,,,,,,,
2018-11-21,GRANVILLE ST AND W 12TH AV,"rain, cloudy",,True,True,False,True,True,True,07:30 - 08:30,,44,898.0,,24,826.0,,33,1107.0,,69,812.0,16:30 - 17:30,1,66,1305.0,,336,642.0,1,48,1017.0,1,225,963.0,,,,,,,,,,,,,
2018-11-27,GRANVILLE ST AND W 12TH AV,"rain, cloudy",,True,True,False,True,True,True,08:00 - 09:00,,74,833.0,1,85,915.0,,31,1448.0,2,71,917.0,16:40 - 17:40,,43,1262.0,,275,827.0,,68,956.0,,154,911.0,,,,,,,,,,,,,
2018-11-13,GRANVILLE ST AND W 16TH AV,cloudy,,True,True,False,True,True,True,07:35 - 08:35,,28,825.0,1,3,602.0,,7,2026.0,4,6,855.0,16:55 - 17:55,1,17,1329.0,2,1,551.0,,7,1621.0,1,16,1619.0,,,,,,,,,,,,,
2018-10-11,W CORDOVA ST AND CAMBIE ST,partly cloudy,,True,True,False,True,True,True,07:55 - 08:55,,196,85.0,,173,,6,281,108.0,21,114,464.0,16:00 - 17:00,4,389,132.0,,461,,12,698,132.0,44,304,870.0,,,,,,,,,,,,,
2018-02-28,W HASTINGS ST AND CAMBIE ST,rain,,True,True,False,True,True,True,08:00 - 09:00,,174,84.0,4,344,823.0,2,162,104.0,2,122,215.0,16:40 - 17:40,7,247,196.0,6,398,501.0,3,339,209.0,16,183,786.0,,,,,,,,,,,,,
2018-08-02,GRANT ST AND SLOCAN ST,partly cloudy,,True,True,False,True,True,True,07:45 - 08:45,28,12,23.0,1,4,12.0,12,1,6.0,3,9,21.0,16:55 - 17:55,15,7,39.0,,8,14.0,20,5,17.0,6,16,51.0,,,,,,,,,,,,,
2018-08-02,E 21ST AV AND SLOCAN ST,partly cloudy,,True,True,False,True,True,True,07:55 - 08:55,15,10,52.0,3,8,16.0,21,3,31.0,,3,10.0,16:00 - 17:00,8,12,65.0,1,9,14.0,11,12,38.0,2,12,12.0,,,,,,,,,,,,,
2018-10-02,W 6TH AV AND OAK ST,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,,,,,,1489.0,,15,235.0,,,1524.0,16:45 - 17:45,,,,,,1540.0,,24,304.0,1,,1786.0,,,,,,,,,,,,,
2018-11-13,W 6TH AV AND OAK ST,cloudy,,True,True,False,True,True,True,08:00 - 09:00,,,,,,1348.0,,,270.0,1,,1343.0,16:00 - 17:00,,,,1,,1272.0,,15,233.0,2,8,1505.0,,,,,,,,,,,,,
2018-10-17,W 41ST AV AND GRANVILLE ST,partly cloudy,,True,True,False,True,True,True,07:55 - 08:55,,19,1601.0,1,43,838.0,,31,2348.0,1,11,921.0,17:00 - 18:00,,29,2091.0,2,27,774.0,,42,1582.0,3,4,748.0,,,,,,,,,,,,,
2018-11-22,W 8TH AV AND PINE ST,"rain, cloudy",,True,True,True,True,True,True,08:00 - 09:00,10,16,100.0,1,47,20.0,12,21,141.0,3,52,67.0,16:55 - 17:55,12,10,153.0,2,70,41.0,11,25,123.0,2,63,68.0,11:35 - 12:35,7,32,105.0,,45,27.0,2,31,107.0,4,64,71.0
2018-08-02,CHARLES ST AND SLOCAN ST,partly cloudy,,True,True,False,True,True,True,07:40 - 08:40,24,3,27.0,4,5,80.0,14,8,14.0,3,8,47.0,16:45 - 17:45,18,3,27.0,3,16,67.0,17,3,16.0,7,19,159.0,,,,,,,,,,,,,
2018-01-16,PINE ST AND W BROADWAY,rain,,True,True,True,True,True,True,11:40 - 12:40,,154,112.0,,84,779.0,,145,55.0,1,93,679.0,18:10 - 19:10,7,123,115.0,,44,819.0,,68,32.0,,92,651.0,11:40 - 12:40,,154,112.0,,84,779.0,,145,55.0,1,93,679.0
2018-11-22,WALKWAY AND PINE ST,"rain, cloudy",,True,True,True,True,True,True,08:00 - 09:00,14,,101.0,2,35,56.0,12,17,98.0,2,33,79.0,16:55 - 17:55,11,,147.0,,64,67.0,14,19,116.0,2,53,80.0,15:00 - 16:00,4,,111.0,,33,41.0,3,20,99.0,,31,68.0
2018-11-08,W 12TH AV AND MANITOBA ST,partly cloudy,,True,True,False,True,True,True,07:45 - 08:45,1,10,6.0,,2,1153.0,9,11,12.0,,37,1126.0,16:00 - 17:00,4,1,7.0,,2,1184.0,3,10,15.0,,22,1494.0,,,,,,,,,,,,,
2018-12-05,W 7TH AV AND GRANVILLE ST,sunny,,True,True,False,True,True,True,07:55 - 08:55,1,98,913.0,14,81,80.0,,57,1324.0,40,75,111.0,17:00 - 18:00,,97,1694.0,45,133,43.0,2,54,925.0,24,124,164.0,,,,,,,,,,,,,
2018-08-02,CAMBRIDGE ST AND N KASLO ST,partly cloudy,,True,True,False,True,True,True,07:35 - 08:35,5,12,8.0,,22,6.0,3,5,4.0,,6,9.0,16:25 - 17:25,8,4,15.0,5,11,12.0,6,3,11.0,,6,16.0,,,,,,,,,,,,,
2018-11-08,MANITOBA ST AND W 10TH AV,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,1,6,2.0,149,19,19.0,14,55,56.0,25,5,8.0,16:40 - 17:40,5,5,3.0,49,28,33.0,3,54,70.0,143,28,8.0,,,,,,,,,,,,,
2018-11-28,DAVIE ST AND GRANVILLE ST,"rain, cloudy",,True,True,False,True,True,True,07:55 - 08:55,2,362,236.0,8,137,362.0,3,242,779.0,6,218,205.0,17:00 - 18:00,8,591,379.0,7,355,485.0,2,654,530.0,5,538,296.0,,,,,,,,,,,,,
2018-08-09,GRANVILLE BRIDGE AND GRANVILLE ST,partly cloudy,,True,True,False,True,True,True,07:55 - 08:55,,217,321.0,12,123,165.0,5,222,861.0,32,164,84.0,16:55 - 17:55,9,342,614.0,32,191,276.0,3,330,642.0,21,202,156.0,,,,,,,,,,,,,
2018-11-28,GRANVILLE BRIDGE AND GRANVILLE ST,"rain, cloudy",,True,True,False,True,True,True,08:00 - 09:00,1,66,379.0,4,192,205.0,2,269,897.0,6,118,140.0,16:55 - 17:55,1,105,619.0,13,271,302.0,,223,671.0,3,154,161.0,,,,,,,,,,,,,
2018-09-19,W 6TH AV AND CAMBIE ST,partly cloudy,,True,True,False,True,True,True,07:55 - 08:55,,,,19,,1547.0,3,29,210.0,49,294,1483.0,16:25 - 17:25,,,,10,,1545.0,1,37,269.0,27,350,1897.0,,,,,,,,,,,,,
2018-11-21,CAMOSUN ST AND W 10TH AV,"rain, cloudy",,True,True,False,True,True,True,08:00 - 09:00,1,85,65.0,2,172,910.0,3,51,108.0,1,59,508.0,16:55 - 17:55,3,7,11.0,2,6,539.0,,5,31.0,,11,714.0,,,,,,,,,,,,,
2018-12-05,CAMOSUN ST AND W 10TH AV,sunny,,True,True,False,True,True,True,08:00 - 09:00,,74,52.0,1,138,808.0,1,38,117.0,,43,560.0,16:45 - 17:45,1,8,12.0,,10,564.0,2,14,40.0,5,12,775.0,,,,,,,,,,,,,
2018-08-15,MAINLAND ST AND DAVIE ST,sunny,,True,True,False,True,True,True,08:00 - 09:00,14,130,139.0,2,890,48.0,67,458,200.0,1,177,2.0,17:00 - 18:00,27,261,235.0,16,1458,134.0,36,590,266.0,2,542,,,,,,,,,,,,,,
2018-10-23,DAVIE ST AND RICHARDS ST,cloudy,,True,True,False,True,True,True,07:55 - 08:55,12,561,536.0,372,197,1072.0,,259,,31,188,,16:40 - 17:40,46,933,811.0,98,231,939.0,,444,,282,380,,,,,,,,,,,,,,
2018-12-06,W GEORGIA ST AND GRANVILLE ST,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,2,697,41.0,5,1393,645.0,3,837,85.0,2,975,1094.0,16:30 - 17:30,1,842,53.0,9,2956,677.0,4,606,106.0,4,1546,1206.0,,,,,,,,,,,,,
2018-12-06,GRANVILLE ST AND W HASTINGS ST,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,10,462,67.0,6,350,658.0,12,424,69.0,14,777,333.0,16:35 - 17:35,6,594,71.0,9,622,746.0,5,632,78.0,19,962,789.0,,,,,,,,,,,,,
2018-02-13,PRINCE EDWARD ST AND E 15TH AV,"partly cloudy, rain",,True,True,False,True,True,True,08:00 - 09:00,4,6,35.0,11,27,61.0,10,6,51.0,,27,36.0,16:35 - 17:35,7,21,66.0,3,14,52.0,4,19,46.0,12,23,31.0,,,,,,,,,,,,,
2018-08-29,E HASTINGS ST AND CAMPBELL AV,"rain, cloudy",,True,True,False,True,True,True,08:00 - 09:00,3,30,80.0,22,14,1292.0,13,20,131.0,7,37,479.0,17:00 - 18:00,3,49,134.0,17,38,855.0,12,43,165.0,11,69,1279.0,,,,,,,,,,,,,
2018-12-06,HELMCKEN ST AND GRANVILLE ST,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,,129,200.0,1,149,144.0,5,147,529.0,11,172,95.0,16:55 - 17:55,4,181,329.0,14,357,173.0,2,273,385.0,10,388,172.0,,,,,,,,,,,,,
2018-08-29,ALBERNI ST AND CARDERO ST,partly cloudy,,True,True,False,True,True,True,07:40 - 08:40,8,75,130.0,5,72,222.0,50,74,67.0,27,161,199.0,16:05 - 17:05,27,69,99.0,16,121,329.0,22,109,93.0,14,203,124.0,,,,,,,,,,,,,
2018-02-13,PRINCE EDWARD ST AND E 18TH AV,"partly cloudy, rain",,True,True,False,True,True,True,07:55 - 08:55,5,5,13.0,6,18,45.0,10,1,27.0,4,22,15.0,16:55 - 17:55,6,15,24.0,,14,28.0,5,11,24.0,10,17,32.0,,,,,,,,,,,,,
2018-02-13,E 20TH AV AND PRINCE EDWARD ST,"partly cloudy, rain",,True,True,False,True,True,True,07:55 - 08:55,2,10,31.0,6,32,18.0,8,9,31.0,1,20,10.0,16:25 - 17:25,4,6,31.0,3,14,10.0,5,10,29.0,3,16,32.0,,,,,,,,,,,,,
2018-02-13,PRINCE EDWARD ST AND E 24TH AV,"partly cloudy, rain",,True,True,False,True,True,True,08:00 - 09:00,2,50,38.0,4,151,144.0,13,44,49.0,1,45,27.0,17:00 - 18:00,10,21,46.0,1,19,41.0,3,4,43.0,3,14,29.0,,,,,,,,,,,,,
2018-02-13,E 28TH AV AND PRINCE EDWARD ST,"partly cloudy, rain",,True,True,False,True,True,True,07:55 - 08:55,2,18,35.0,3,41,53.0,12,16,59.0,1,,23.0,16:40 - 17:40,7,30,32.0,2,18,39.0,6,19,41.0,7,3,71.0,,,,,,,,,,,,,
2018-02-13,E 31ST AV AND PRINCE EDWARD ST,"partly cloudy, rain",,True,True,False,True,True,True,08:00 - 09:00,5,5,33.0,12,22,61.0,15,1,56.0,1,54,14.0,16:10 - 17:10,6,16,37.0,1,12,34.0,8,2,68.0,16,18,40.0,,,,,,,,,,,,,
2018-08-29,W CORDOVA ST AND CARRALL ST,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,23,111,269.0,1,103,,88,111,71.0,27,115,537.0,17:00 - 18:00,80,263,337.0,5,296,,46,346,105.0,81,388,862.0,,,,,,,,,,,,,
2018-11-08,ONTARIO ST AND W 12TH AV,partly cloudy,,True,True,False,True,True,True,07:25 - 08:25,36,13,19.0,,22,1290.0,160,12,30.0,,19,1135.0,16:40 - 17:40,133,5,22.0,,26,1137.0,51,13,59.0,1,26,1482.0,,,,,,,,,,,,,
2018-08-29,CARRALL ST AND EXPO BOULEVARD,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,29,86,244.0,111,20,618.0,190,11,265.0,1,31,,16:55 - 17:55,210,149,347.0,53,33,628.0,67,7,239.0,3,115,,,,,,,,,,,,,,
2018-11-08,ONTARIO ST AND E 16TH AV,partly cloudy,,True,True,False,True,True,True,07:55 - 08:55,37,36,45.0,3,12,615.0,134,8,70.0,1,27,432.0,16:50 - 17:50,118,18,58.0,1,24,344.0,55,17,62.0,3,35,649.0,,,,,,,,,,,,,
2018-09-20,W BROADWAY AND MACDONALD ST,rain,,True,True,False,True,True,True,07:55 - 08:55,1,179,428.0,1,120,592.0,3,125,508.0,3,78,662.0,17:00 - 18:00,4,375,632.0,,204,759.0,2,252,482.0,5,141,671.0,,,,,,,,,,,,,
2018-01-31,YUKON ST AND W BROADWAY,rain,,True,True,True,True,True,True,18:00 - 19:00,23,41,462.0,1,19,920.0,6,361,223.0,5,50,822.0,18:00 - 19:00,23,41,462.0,1,19,920.0,6,361,223.0,5,50,822.0,11:10 - 12:10,2,137,293.0,1,56,939.0,14,265,264.0,1,55,706.0
2018-08-09,KEEFER PLACE AND KEEFER ST,partly cloudy,,True,True,False,True,True,True,08:00 - 09:00,29,92,184.0,17,36,150.0,221,89,253.0,12,38,90.0,16:35 - 17:35,240,181,293.0,20,88,202.0,60,318,254.0,57,131,177.0,,,,,,,,,,,,,
2018-04-26,W 1ST AV AND ONTARIO ST,sunny,,True,True,False,True,True,True,08:00 - 09:00,104,75,62.0,82,60,121.0,260,56,50.0,70,16,88.0,16:45 - 17:45,191,190,85.0,91,127,311.0,158,81,89.0,78,104,235.0,,,,,,,,,,,,,
2018-11-27,W BROADWAY AND GRANVILLE ST,"rain, cloudy",,True,True,False,True,True,True,08:00 - 09:00,,306,769.0,,241,761.0,1,98,1381.0,,154,852.0,16:50 - 17:50,3,305,1283.0,2,290,923.0,,414,1005.0,,140,805.0,,,,,,,,,,,,,
2018-01-20,YUKON ST AND W BROADWAY,rain,,True,True,True,True,False,True,14:50 - 15:50,,178,357.0,1,133,983.0,3,953,304.0,2,293,995.0,,,,,,,,,,,,,,14:50 - 15:50,,178,357.0,1,133,983.0,3,953,304.0,2,293,995.0
2018-10-24,E PENDER ST AND SKEENA ST,cloudy,,True,True,False,True,True,True,07:25 - 08:25,9,7,56.0,5,18,98.0,1,9,47.0,4,18,36.0,16:15 - 17:15,1,10,376.0,1,31,43.0,3,5,22.0,5,16,16.0,,,,,,,,,,,,,
2018-10-25,E HASTINGS ST AND SKEENA ST,rain,,True,True,False,True,True,True,07:55 - 08:55,5,28,198.0,,40,1689.0,,18,239.0,,25,1111.0,16:40 - 17:40,,42,72.0,1,59,1181.0,,49,179.0,,40,2091.0,,,,,,,,,,,,,
2018-10-18,CHILCO ST AND ROBSON ST,cloudy,,True,True,False,True,True,True,07:40 - 08:40,26,6,,1,20,18.0,32,1,46.0,1,25,23.0,17:00 - 18:00,26,34,2.0,4,17,48.0,32,6,38.0,12,51,82.0,,,,,,,,,,,,,
2018-12-04,CHILCO ST AND ROBSON ST,partly cloudy,,True,True,False,True,True,True,07:55 - 08:55,15,4,,,28,37.0,22,,63.0,1,15,22.0,17:00 - 18:00,10,6,3.0,1,14,48.0,29,4,48.0,3,9,59.0,,,,,,,,,,,,,
2018-01-18,E BROADWAY AND ONTARIO ST,rain,,True,True,True,True,True,True,18:25 - 19:25,49,30,67.0,2,47,871.0,9,148,22.0,5,53,1221.0,18:25 - 19:25,49,30,67.0,2,47,871.0,9,148,22.0,5,53,1221.0,11:35 - 12:35,6,93,81.0,,44,822.0,10,99,16.0,,43,965.0
2018-04-24,W 12TH AV AND YUKON ST,"cloudy, sunny",,True,True,False,True,True,True,07:40 - 08:40,1,27,101.0,,31,1228.0,76,16,204.0,,117,1141.0,16:35 - 17:35,49,50,382.0,,60,1064.0,12,19,129.0,,80,1390.0,,,,,,,,,,,,,
2018-12-06,DUNSMUIR ST AND HAMILTON ST,partly cloudy,,True,True,False,True,True,True,07:15 - 08:15,1,382,74.0,128,85,1188.0,,110,52.0,3,86,,16:50 - 17:50,5,458,182.0,40,117,998.0,15,398,77.0,155,174,,,,,,,,,,,,,,
2018-12-11,DUNSMUIR ST AND HAMILTON ST,"rain, cloudy",,True,True,False,True,True,True,07:50 - 08:50,2,467,108.0,187,224,1879.0,,77,68.0,4,96,,17:00 - 18:00,3,484,139.0,20,160,1170.0,11,217,87.0,118,117,,,,,,,,,,,,,,
2018-02-10,W BROADWAY AND YEW ST,sunny,,True,True,True,True,False,True,13:40 - 14:40,4,107,40.0,,168,986.0,6,428,135.0,,126,817.0,,,,,,,,,,,,,,13:40 - 14:40,4,107,40.0,,168,986.0,6,428,135.0,,126,817.0
2018-01-16,W BROADWAY AND YEW ST,rain,,True,True,True,True,True,True,18:00 - 19:00,14,179,40.0,1,117,784.0,8,240,168.0,7,118,732.0,18:00 - 19:00,14,179,40.0,1,117,784.0,8,240,168.0,7,118,732.0,11:25 - 12:25,4,161,51.0,1,135,726.0,5,287,170.0,4,133,691.0
2018-08-21,YEW ST AND W 41ST AV,"partly cloudy, smoke",,True,True,False,True,True,True,08:00 - 09:00,,67,32.0,5,76,671.0,1,24,56.0,3,39,391.0,16:10 - 17:10,2,190,57.0,1,304,561.0,2,148,94.0,3,90,460.0,,,,,,,,,,,,,
2018-01-23,E 21ST AV AND NANAIMO ST,rain,,True,True,True,True,True,True,08:00 - 09:00,,,1053.0,,49,272.0,,,1142.0,,2,,16:45 - 17:45,,,1337.0,,28,124.0,,,931.0,,,1.0,11:10 - 12:10,,,760.0,,16,122.0,,,559.0,,2,
2018-11-06,E 7TH AV AND CLARK DRIVE,partly cloudy,,True,True,False,True,True,True,07:40 - 08:40,4,22,905.0,9,26,90.0,6,20,1606.0,2,29,37.0,16:00 - 17:00,8,25,1749.0,6,5,30.0,3,7,1200.0,2,27,86.0,,,,,,,,,,,,,
2018-11-29,HOWE ST AND DRAKE ST,cloudy,,True,True,False,True,True,True,07:55 - 08:55,,48,937.0,6,90,137.0,,,,12,7,150.0,16:45 - 17:45,1,20,1154.0,13,56,258.0,,,,13,37,226.0,,,,,,,,,,,,,
