Study date,Year,Project,OBJECTID,Intersection,File Name,Const_URL,FileType
2018-08-15,2018,Turning Movement Count,8659,SMITHE ST AND BEATTY ST,ENG - TDM - TURNING MOVEMENT COUNT - BEATTY ST & SMITHE ST - 2018-08-15,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8659/attachments/9832,xlsx
2018-11-01,2018,Turning Movement Count,8660,W 10TH AV AND TRAFALGAR ST,ENG - TDM - TURNING MOVEMENT COUNT - TRAFALGAR ST & 10TH AVE - 2018-11-01,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8660/attachments/9833,xlsx
2018-01-27,2018,Turning Movement Count,8661,E BROADWAY AND KINGSWAY,ENG - TDM - TURNING MOVEMENT COUNT - KINGSWAY & E BROADWAY - 2018-01-27,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8661/attachments/9834,xlsx
2018-02-01,2018,Turning Movement Count,8662,E BROADWAY AND KINGSWAY,ENG - TDM - TURNING MOVEMENT COUNT - KINGSWAY & E BROADWAY - 2018-02-01,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8662/attachments/9835,xlsx
2018-11-07,2018,Turning Movement Count,8663,LAUREL ST AND W 6TH AV,ENG - TDM - TURNING MOVEMENT COUNT - LAUREL ST & 6TH AVE - 2018-11-07,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8663/attachments/9836,xlsx
2018-08-02,2018,Turning Movement Count,8664,MCLEAN DRIVE AND E PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - MCLEAN DR & PENDER ST - 2018-08-02,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8664/attachments/9837,xlsx
2018-08-14,2018,Turning Movement Count,8665,EARLES ST AND KINGSWAY,ENG - TDM - TURNING MOVEMENT COUNT - EARLES ST & KINGSWAY - 2018-08-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8665/attachments/9838,xlsx
2018-01-18,2018,Turning Movement Count,8667,BIRCH ST AND W BROADWAY,ENG - TDM - TURNING MOVEMENT COUNT - BIRCH ST & W BROADWAY - 2018-01-18,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8667/attachments/9840,xlsx
2018-11-14,2018,Turning Movement Count,8668,BLANCA ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BLANCA ST & 10TH AVE - 2018-11-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8668/attachments/9841,xlsx
2018-08-21,2018,Turning Movement Count,8669,EAST BOULEVARD AND W 41ST AV,ENG - TDM - TURNING MOVEMENT COUNT - EAST BLVD & 41ST AVE - 2018-08-21,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8669/attachments/9842,xlsx
2018-11-14,2018,Turning Movement Count,8670,BLANCA ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BLANCA ST & 4TH AVE - 2018-11-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8670/attachments/9843,xlsx
2018-11-14,2018,Turning Movement Count,8671,W 8TH AV AND CHANCELLOR BOULEVARD,ENG - TDM - TURNING MOVEMENT COUNT - BLANCA ST & 8TH AVE - 2018-11-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8671/attachments/9844,xlsx
2018-11-20,2018,Turning Movement Count,8672,BLENHEIM ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BLENHEIM ST & 10TH AVE - 2018-11-20,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8672/attachments/9845,xlsx
2018-10-16,2018,Turning Movement Count,8673,EAST BOULEVARD AND W 41ST AV,ENG - TDM - TURNING MOVEMENT COUNT - EAST BLVD & 41ST AVE - 2018-10-16,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8673/attachments/9846,xlsx
2018-04-24,2018,Turning Movement Count,8674,THURLOW ST AND ROBSON ST,ENG - TDM - TURNING MOVEMENT COUNT - THURLOW ST & ROBSON ST - 2018-04-24,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8674/attachments/9847,xlsx
2018-12-13,2018,Turning Movement Count,8675,HORNBY ST AND W PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & PENDER ST - 2018-12-13,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8675/attachments/9848,xlsx
2018-08-14,2018,Turning Movement Count,8676,E KING EDWARD AV AND KINGSWAY,ENG - TDM - TURNING MOVEMENT COUNT - KINGSWAY & KING EDWARD AVE - 2018-08-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8676/attachments/9849,xlsx
2018-02-08,2018,Turning Movement Count,8677,Boundary Rd & 1st Ave,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & 1ST AVE - 2018-02-08,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8677/attachments/9850,xlsx
2018-10-25,2018,Turning Movement Count,8678,Boundary Rd & 1st Ave,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & 1ST AVE - 2018-10-25,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8678/attachments/9851,xlsx
2018-12-05,2018,Turning Movement Count,8679,TRIMBLE ST AND W 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - TRIMBLE ST & 10TH AVE - 2018-12-05,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8679/attachments/9852,xlsx
2018-02-07,2018,Turning Movement Count,8680,BOUNDARY ROAD AND ADANAC ST,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & ADANAC ST - 2018-02-07,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8680/attachments/9853,xlsx
2018-10-24,2018,Turning Movement Count,8681,BOUNDARY ROAD AND ADANAC ST,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & ADANAC ST - 2018-10-24,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8681/attachments/9854,xlsx
2018-03-08,2018,Turning Movement Count,8682,Marine Dr & 41st Ave,ENG - TDM - TURNING MOVEMENT COUNT - MARINE DR & 41ST AVE - 2018-03-08,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8682/attachments/9855,xlsx
2018-12-13,2018,Turning Movement Count,8683,ROBSON ST AND HORNBY ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & ROBSON ST - 2018-12-13,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8683/attachments/9856,xlsx
2018-10-17,2018,Turning Movement Count,8684,LARCH ST AND W 41ST AV,ENG - TDM - TURNING MOVEMENT COUNT - LARCH ST & 41ST AVE - 2018-10-17,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8684/attachments/9857,xlsx
2018-12-12,2018,Turning Movement Count,8685,HORNBY ST AND SMITHE ST,ENG - TDM - TURNING MOVEMENT COUNT - HORNBY ST & SMITHE ST - 2018-12-12,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8685/attachments/9858,xlsx
2018-08-09,2018,Turning Movement Count,8686,W CORDOVA ST AND HOWE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & CORDOVA ST - 2018-08-09,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8686/attachments/9859,xlsx
2018-01-09,2018,Turning Movement Count,8687,W BROADWAY AND MAPLE ST,ENG - TDM - TURNING MOVEMENT COUNT - MAPLE ST & BROADWAY - 2018-01-09,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8687/attachments/9860,xlsx
2018-02-08,2018,Turning Movement Count,8688,E HASTINGS ST AND BOUNDARY ROAD,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & HASTINGS ST - 2018-02-08,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8688/attachments/9861,xlsx
2018-10-25,2018,Turning Movement Count,8689,E HASTINGS ST AND BOUNDARY ROAD,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & HASTINGS ST - 2018-10-25,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8689/attachments/9862,xlsx
2018-11-28,2018,Turning Movement Count,8690,HOWE ST AND DAVIE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & DAVIE ST - 2018-11-28,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8690/attachments/9863,xlsx
2018-12-13,2018,Turning Movement Count,8691,HOWE ST AND DAVIE ST,ENG - TDM - TURNING MOVEMENT COUNT - HOWE ST & DAVIE ST - 2018-12-13,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8691/attachments/9864,xlsx
2018-08-22,2018,Turning Movement Count,8692,BOUNDARY ROAD AND MOSCROP ST,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & KITCHENER ST - 2018-08-22,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8692/attachments/9865,xlsx
2018-02-08,2018,Turning Movement Count,8693,BOUNDARY ROAD AND E PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & PENDER ST - 2018-02-08,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8693/attachments/9866,xlsx
2018-10-25,2018,Turning Movement Count,8694,BOUNDARY ROAD AND E PENDER ST,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & PENDER ST - 2018-10-25,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8694/attachments/9867,xlsx
2018-10-23,2018,Turning Movement Count,8696,W 41ST AV AND MAPLE ST,ENG - TDM - TURNING MOVEMENT COUNT - MAPLE ST & 41ST AVE - 2018-10-23,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8696/attachments/9869,xlsx
2018-08-21,2018,Turning Movement Count,8697,VANNESS AV AND BOUNDARY ROAD,ENG - TDM - TURNING MOVEMENT COUNT - BOUNDARY RD & VANNESS AVE - 2018-08-21,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8697/attachments/9870,xlsx
2018-08-14,2018,Turning Movement Count,8698,FIR ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - FIR ST & 4TH AVE - 2018-08-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8698/attachments/9871,xlsx
2018-11-28,2018,Turning Movement Count,8699,DRAKE ST AND SEYMOUR ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & DRAKE ST - 2018-11-28,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8699/attachments/9872,xlsx
2018-12-04,2018,Turning Movement Count,8700,HARO ST AND BROUGHTON ST,ENG - TDM - TURNING MOVEMENT COUNT - BROUGHTON ST & HARO ST - 2018-12-04,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8700/attachments/9873,xlsx
2018-05-02,2018,Turning Movement Count,8701,DRAKE ST AND SEYMOUR ST,ENG - TDM - TURNING MOVEMENT COUNT - SEYMOUR ST & DRAKE ST - 2018-05-02,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8701/attachments/9874,xlsx
2018-01-11,2018,Turning Movement Count,8702,W BROADWAY AND FIR ST,ENG - TDM - TURNING MOVEMENT COUNT - FIR ST & W BROADWAY - 2018-01-11,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8702/attachments/9875,xlsx
2018-01-27,2018,Turning Movement Count,8703,W BROADWAY AND FIR ST,ENG - TDM - TURNING MOVEMENT COUNT - FIR ST & W BROADWAY - 2018-01-27,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8703/attachments/9876,xlsx
2018-01-23,2018,Turning Movement Count,8704,BURRARD ST AND W 12TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & 12TH AVE - 2018-01-23,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8704/attachments/9877,xlsx
2018-11-15,2018,Turning Movement Count,8705,Jericho Hill Centre & 4th Ave,ENG - TDM - TURNING MOVEMENT COUNT - JERICHO HILL CENTRE & 4TH AVE - 2018-11-15,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8705/attachments/9878,xlsx
2018-04-19,2018,Turning Movement Count,8706,W 1ST AV AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & 1ST AVE - 2018-04-19,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8706/attachments/9879,xlsx
2018-05-03,2018,Turning Movement Count,8707,MAINLAND ST AND DAVIE ST,ENG - TDM - TURNING MOVEMENT COUNT - MAINLAND ST & DAVIE ST - 2018-05-03,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8707/attachments/9880,xlsx
2018-01-18,2018,Turning Movement Count,8708,BURRARD ST AND W 4TH AV,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & 4TH AVE - 2018-01-18,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8708/attachments/9881,xlsx
2018-02-14,2018,Turning Movement Count,8709,ALBERNI ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & ALBERNI ST - 2018-02-14,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8709/attachments/9882,xlsx
2018-04-18,2018,Turning Movement Count,8710,ALBERNI ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & ALBERNI ST - 2018-04-18,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8710/attachments/9883,xlsx
2018-11-06,2018,Turning Movement Count,8711,FRASER ST AND E 10TH AV,ENG - TDM - TURNING MOVEMENT COUNT - FRASER ST & 10TH AVE - 2018-11-06,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8711/attachments/9884,xlsx
2018-02-27,2018,Turning Movement Count,8712,BURRARD ST AND COMOX ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & COMOX ST - 2018-02-27,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8712/attachments/9885,xlsx
2018-04-03,2018,Turning Movement Count,8713,BURRARD ST AND COMOX ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & COMOX ST - 2018-04-03,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8713/attachments/9886,xlsx
2018-04-11,2018,Turning Movement Count,8714,W CORDOVA ST AND BURRARD ST,ENG - TDM - TURNING MOVEMENT COUNT - BURRARD ST & CORDOVA ST - 2018-04-11,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8714/attachments/9887,xlsx
2018-01-13,2018,Turning Movement Count,8715,E BROADWAY AND QUEBEC ST,ENG - TDM - TURNING MOVEMENT COUNT - QUEBEC ST & BROADWAY - 2018-01-13,https://maps.vancouver.ca/server/rest/services/VanMapViewer/Traffic_and_Transportation/MapServer/211/8715/attachments/9888,xlsx
